name,    designation,    rho,    P_target,    P_1comp,    P_1compv,    N_sample
Kepler-1488,Gaia DR3 2133584309198180736,0.7404440898338442,[0.45239481],[2.40638989e-01 5.10405192e-26],[3.40718304e-01 5.35118872e-52],526
Qatar 6,Gaia DR3 1265513389372846848,4.805912183222394,[0.99212298],[1.54795060e-01 1.39641613e-12],[3.27236584e-01 1.27624983e-55],600
2MASS J01225093-2439505,Gaia DR3 5040416186560252416,5.047219355193127,[0.94470071],[1.49029993e-01 1.55443094e-11],[2.99209772e-01 6.61402060e-46],600
Kepler-467,Gaia DR3 2099605968225288960,0.0585920050367213,[6.26758281e-05],[1.97629024e-01 5.10630874e-20],[3.24146278e-01 3.73309018e-53],600
Kepler-1627,Gaia DR3 2103737241426734336,28.99689587367676,[0.99331099],[9.49314617e-02 6.97693591e-05],[3.04998513e-01 1.25141074e-48],600
TOI-5110,Gaia DR3 3439633221952197120,2.0460745168659322,[0.96072486],[2.19475876e-01 1.50567177e-24],[3.44059559e-01 1.32005224e-61],600
TOI-1776,Gaia DR3 778052193462283648,0.1437090354826808,[0.00499507],[1.75583136e-01 4.67949802e-16],[3.42344996e-01 2.36442087e-60],600
Kepler-576,Gaia DR3 2052140601018026496,1.7764483762815344,[0.95465622],[1.76449941e-01 3.48238121e-16],[3.17577170e-01 3.73097916e-52],600
Kepler-1725,Gaia DR3 2076524710904427520,2.387902311746472,[0.98261125],[1.86052268e-01 8.32746547e-18],[3.33243166e-01 1.60401880e-57],600
WASP-147,Gaia DR3 2340919358581488768,1.9815796818308358,[0.97524608],[2.21058131e-01 2.51348404e-22],[3.53391314e-01 1.37928214e-57],534
Kepler-737,Gaia DR3 2126820324123177472,0.731380134916738,[0.68296241],[1.74270528e-01 9.63702078e-16],[3.12313219e-01 3.72533939e-50],600
K2-127,Gaia DR3 3613472293839371136,1.1856825505258,[0.944424],[2.55209327e-01 1.78538581e-15],[3.39983910e-01 1.24196858e-27],276
HD 89839,Gaia DR3 5355799586503538176,0.7955768225622666,[0.61785029],[1.58859690e-01 3.83647915e-13],[3.15598667e-01 2.54917900e-51],600
CoRoT-5,Gaia DR3 3125611120515388800,0.32443917594938276,[0.4874148],[0.07987631 0.00299579],[3.15796697e-01 2.19291422e-51],600
HD 37605,Gaia DR3 3332911492327546368,0.28575566855256296,[0.16813811],[1.36383334e-01 1.30273591e-09],[3.06487572e-01 5.00405118e-48],600
HD 163607,Gaia DR3 1418519292895059840,0.584187091234593,[0.41506307],[1.61726269e-01 1.01082465e-13],[3.20348600e-01 1.01945071e-52],600
Kepler-261,Gaia DR3 2052528625536778624,1.0542092024621197,[0.80971272],[1.0921908e-01 1.6799206e-06],[2.91894976e-01 9.64571818e-44],600
Kepler-195,Gaia DR3 2130982113070876160,0.5185880946168052,[0.30318893],[2.35358108e-01 1.34479844e-28],[3.42385323e-01 8.72135489e-61],600
TOI-913,Gaia DR3 5772195974332632192,0.6486468524004678,[0.57763606],[1.20423562e-01 1.03554806e-07],[3.20522223e-01 3.89082909e-52],600
HD 42012,Gaia DR3 3452333199728743936,0.9965170028033978,[0.857633],[1.29732299e-01 8.54599270e-09],[3.31064455e-01 4.73919486e-57],600
Kepler-907,Gaia DR3 2103882548762598144,0.1505009488525246,[0.00353021],[2.10889465e-01 4.12772289e-23],[3.17218384e-01 1.69129551e-51],600
K2-398,Gaia DR3 3809028584392561408,1.1023031262440988,[0.86493577],[2.74906881e-01 5.29740947e-24],[3.38881326e-01 7.46175035e-36],367
Kepler-1966,Gaia DR3 2053614049674000512,0.265127705622753,[0.10125033],[1.71696206e-01 3.06873850e-15],[3.28789732e-01 2.36993576e-56],600
TOI-5027,Gaia DR3 5820908638718592256,1.1765697422464476,[0.89003096],[1.49413411e-01 1.95011890e-11],[3.19446377e-01 5.82048830e-53],600
GJ 251,Gaia DR3 939072613334579328,1.6554544734108083,[0.87964987],[1.59303122e-01 3.60491691e-13],[3.29334446e-01 2.20782656e-55],600
K2-396,Gaia DR3 3405720400701167104,0.34680479599628034,[0.02781729],[1.77127383e-01 2.17586900e-16],[3.28724941e-01 1.83497132e-55],600
DMPP-1,Gaia DR3 3011005587574818432,4.476997953016422,[0.9875034],[1.37824027e-01 6.60575271e-10],[2.98658511e-01 6.81000897e-46],600
Kepler-1137,Gaia DR3 2131213903865285760,3.5303695502584884,[0.98836948],[2.17574442e-01 1.12868890e-22],[3.41578647e-01 3.50135588e-55],553
HD 33844,Gaia DR3 2986593268342544768,3.2984903921202955,[0.99492393],[1.46681444e-01 3.17995635e-11],[3.36587912e-01 2.11533644e-58],600
HD 6061,Gaia DR3 369669965470499456,2.6351920038390992,[0.93834539],[1.82430983e-01 4.49599743e-17],[3.29268453e-01 6.12441050e-56],600
Kepler-1088,Gaia DR3 2104727081069413376,2.0378554026596185,[0.96216507],[1.71323523e-01 2.98216305e-15],[3.29932904e-01 1.84527159e-56],600
TOI-4638,Gaia DR3 2775311010868306048,3.5574304194435804,[0.99367336],[1.87457606e-01 2.38978140e-18],[3.25264957e-01 2.24245428e-54],600
HD 222582,Gaia DR3 2440578577126302336,1.3503092449981093,[0.89386821],[1.58889028e-01 3.60714903e-13],[3.33266270e-01 1.22498367e-56],600
Kepler-211,Gaia DR3 2105743987587112064,10.915919685614973,[0.99868876],[1.45841792e-01 3.56283053e-11],[3.25421175e-01 5.87477998e-54],600
K2-417,Gaia DR3 2437684039751295744,0.08381847390276836,[0.00279275],[1.67650152e-01 1.35224671e-14],[3.29947660e-01 4.45535748e-56],600
Kepler-932,Gaia DR3 2078726238114989824,0.5723975737851654,[0.41386153],[1.68706458e-01 5.33528829e-15],[3.27174347e-01 2.59080128e-55],600
TOI-3071,Gaia DR3 5342880462319699200,1.0677688937590981,[0.87880342],[1.15685897e-01 1.74631652e-06],[3.19412576e-01 1.11834432e-52],600
WASP-139,Gaia DR3 4851398799032507776,0.24567149863364998,[0.05463247],[2.05744368e-01 6.20258176e-22],[3.17088119e-01 6.67056137e-52],600
TOI-2088,Gaia DR3 1656835487573730048,1.5034711163569645,[0.86371489],[1.96814393e-01 6.86365696e-20],[3.24553584e-01 2.04648664e-54],600
Kepler-1051,Gaia DR3 2076661630160275072,1.0778168351589579,[0.88743855],[2.04299532e-01 2.66348003e-21],[3.39349691e-01 1.08526394e-59],600
K2-344,Gaia DR3 685235991691684352,2.236414045927248,[0.92955601],[1.72241581e-01 1.62417632e-15],[3.46117168e-01 1.30204122e-61],600
HD 187123,Gaia DR3 2047452661412980736,0.421514852493949,[0.30143279],[1.66197593e-01 1.70531760e-14],[3.26761444e-01 6.92806773e-55],600
HIP 54597,Gaia DR3 5452634262730082176,0.2896176157924799,[0.10822036],[1.69307045e-01 6.28230734e-15],[3.22412701e-01 1.09221933e-53],600
XO-2 S,Gaia DR3 934346740559239296,0.03827850657735757,[1.29383178e-05],[1.64838772e-01 2.59689953e-14],[3.23084701e-01 4.21500541e-54],600
TOI-1695,Gaia DR3 534988616816537728,0.17941162955561596,[0.0292281],[1.50378905e-01 6.77604781e-12],[3.27650416e-01 4.28516582e-55],600
TOI-2184,Gaia DR3 5280444557068991616,2.17179075967991,[0.98321566],[2.35288247e-01 1.10839070e-26],[3.44411842e-01 4.49591137e-57],558
TOI-4329,Gaia DR3 2224458777730383616,2.68020878966681,[0.97765192],[2.27647274e-01 9.20666083e-27],[3.50014469e-01 1.77811426e-63],600
Kepler-1521,Gaia DR3 2051865551307698688,4.538557092366885,[0.98289468],[1.79944418e-01 8.63383762e-17],[3.27822780e-01 3.00095724e-55],600
TOI-2015,Gaia DR3 1270814787767025408,3.927385616236261,[0.98109979],[1.45177775e-01 4.10148379e-11],[3.07647858e-01 4.55042611e-49],600
HD 88072,Gaia DR3 3835743693290897152,0.31808513956594636,[0.09290397],[1.70883924e-01 3.55547978e-15],[3.35101626e-01 2.23501388e-58],600
Kepler-473,Gaia DR3 2100009935669354240,1.8566290820588724,[0.9795583],[2.37810991e-01 4.79283291e-29],[3.22959735e-01 7.12815238e-54],600
GJ 163,Gaia DR3 4780294722094459904,0.09110939896740206,[0.00139382],[1.69413905e-01 8.03844682e-15],[3.13004035e-01 2.21768046e-50],600
HD 41004 A,Gaia DR3 4794830231453653888,0.8966862103481599,[0.72713518],[1.39148501e-01 3.42818012e-10],[3.20730123e-01 1.40805569e-53],600
61 Vir,Gaia DR3 3507879565090229888,0.4576143294643403,[0.08279922],[1.90656638e-01 9.55142664e-19],[3.30923356e-01 8.32485336e-57],600
K2-180,Gaia DR3 600750922666388992,0.0027659452893524076,[4.31819478e-07],[1.19858286e-01 2.56415156e-07],[3.09860638e-01 1.06028688e-49],600
Kepler-1739,Gaia DR3 2080638877253151232,0.44466588118297107,[0.30929945],[2.42781583e-01 2.86093496e-30],[3.40804950e-01 5.23979532e-60],600
TOI-5126,Gaia DR3 623633615066248576,3.6320709321531557,[0.96223676],[1.67371966e-01 1.42486884e-14],[3.34437820e-01 7.65453577e-58],600
K2-184,Gaia DR3 651522834880015872,0.28143730608443945,[0.08271388],[1.71878592e-01 1.99675175e-15],[3.29559412e-01 6.06936912e-56],600
Kepler-1680,Gaia DR3 2073697419836171264,1.0573498917908801,[0.80341765],[1.29051952e-01 7.23980371e-09],[3.13919393e-01 1.11319140e-50],600
Kepler-264,Gaia DR3 2051738798233021824,1.0223513263929014,[0.79843228],[2.14195557e-01 1.79742940e-23],[3.24653974e-01 1.22779501e-54],600
Kepler-297,Gaia DR3 2131748747552136960,2.3072114345956996,[0.98933012],[2.20479324e-01 4.10123433e-25],[3.35894371e-01 5.91154859e-58],600
Kepler-441,Gaia DR3 2131799084568477056,0.4214660381908158,[0.20219062],[1.74626282e-01 1.00235055e-15],[3.20829739e-01 1.30256332e-53],600
K2-183,Gaia DR3 652007410271734912,0.040629156768399864,[7.30793503e-18],[2.23933091e-01 4.93380588e-26],[3.61433766e-01 8.62991775e-68],600
Kepler-156,Gaia DR3 2051105410816218368,0.5808836788102777,[0.69454783],[1.42961246e-01 7.35093026e-11],[3.20985014e-01 2.68353631e-53],600
HD 99283,Gaia DR3 844058831415683712,0.4366252687579015,[0.23446851],[1.61094600e-01 1.66775292e-13],[3.0356215e-01 1.9764606e-47],600
TOI-4184,Gaia DR3 4620574887039870720,0.3166734853205899,[0.2309056],[1.34425821e-01 1.54190618e-09],[3.29222128e-01 4.07359142e-56],600
HD 106515 A,Gaia DR3 3584074376569429248,1.238581546476137,[0.72706983],[1.69794280e-01 4.61009657e-15],[3.35765954e-01 2.59844145e-58],600
TOI-2010,Gaia DR3 2136815881249993600,2.387298921811032,[0.92495014],[1.81980018e-01 3.18919193e-17],[3.21758240e-01 8.02402476e-53],600
Kepler-140,Gaia DR3 2130443730330509312,0.6175544839867806,[0.51465106],[2.13380923e-01 1.70385312e-23],[3.31418047e-01 1.37661639e-56],600
Kepler-552,Gaia DR3 2129500383713365248,2.3848725961762476,[0.96814099],[2.14365837e-01 1.24927823e-23],[3.24279851e-01 1.14687216e-53],600
ups Leo,Gaia DR3 3794167001116704000,1.6747165164772302,[0.93043595],[1.85198984e-01 1.12343625e-17],[3.14262214e-01 2.55615455e-51],600
HD 179949,Gaia DR3 6770313530317154560,5.363117644160373,[0.97950114],[1.69537451e-01 4.29327532e-15],[3.20263447e-01 8.82248766e-53],600
TOI-2095,Gaia DR3 2268372099615724288,0.20638986552998945,[0.0055864],[1.79732989e-01 8.28575318e-17],[3.46324741e-01 3.18672142e-62],600
K2-190,Gaia DR3 3607243530404017280,0.1954981105633759,[0.01040802],[1.73333685e-01 1.17548314e-15],[3.24071592e-01 1.67127619e-53],600
HAT-P-51,Gaia DR3 316706322857704960,1.498507514372859,[0.9482734],[2.22615214e-01 8.97936960e-26],[3.58345127e-01 8.37544635e-66],600
HD 145377,Gaia DR3 6042491773948918656,2.5613391574317115,[0.94872262],[1.46766302e-01 2.59827785e-11],[3.31611553e-01 7.50763477e-57],600
Kepler-323,Gaia DR3 2052582432887909376,0.457898903183764,[0.54133906],[1.57259728e-01 9.79438432e-13],[3.12172123e-01 3.39256257e-50],600
HAT-P-37,Gaia DR3 2133946843094378752,4.708414216120873,[0.98694922],[2.03072002e-01 6.10998059e-21],[3.12489657e-01 1.46770588e-50],600
HD 108874,Gaia DR3 3958951942642583936,0.29501331969491273,[0.13076918],[1.62454567e-01 9.47073961e-14],[3.30093056e-01 2.53746484e-56],600
HD 48265,Gaia DR3 5551551998119947648,2.698822285185525,[0.87492235],[1.48517163e-01 1.77368539e-11],[3.23929919e-01 2.17089473e-54],600
HD 206893,Gaia DR3 6843672087120107264,4.48288498551023,[0.98326717],[1.59039305e-01 3.97407679e-13],[3.21442737e-01 1.52130100e-53],600
HD 177565,Gaia DR3 6718894388002453120,0.3146557759600127,[0.15265041],[1.47713653e-01 2.04816025e-11],[3.17228779e-01 7.36010260e-52],600
KOI-3680,Gaia DR3 2126518783059463168,0.06630872182695459,[3.30279449e-06],[2.20937844e-01 3.22919355e-25],[3.31391938e-01 4.33726779e-56],600
HD 233604,Gaia DR3 1023492257121204352,0.09884589491538667,[5.09672802e-07],[2.64397556e-01 1.51293920e-10],[3.65226935e-01 7.06465200e-20],170
TOI-3714,Gaia DR3 178924390478792320,2.203197542854087,[0.9128948],[1.57735730e-01 5.25377518e-13],[3.25608855e-01 2.64550996e-54],600
TOI-2427,Gaia DR3 5055663973297050624,2.0965064177309625,[0.94299414],[1.54044163e-01 2.11467714e-12],[3.26328320e-01 5.05894542e-55],600
TOI-1294,Gaia DR3 1695343683312903168,0.02878175668763843,[5.28184257e-08],[2.01706018e-01 7.67283716e-21],[3.24625035e-01 8.15485556e-55],600
Kepler-1050,Gaia DR3 2143749504651818368,5.753002218656893,[0.99854475],[2.07115829e-01 4.12383364e-22],[3.36576516e-01 6.67154925e-59],600
TOI-1249,Gaia DR3 1678371724905519744,1.2712285379076949,[0.75916269],[1.5735671e-01 5.2024240e-13],[3.29486470e-01 5.14796185e-56],600
HAT-P-8,Gaia DR3 1891507552826485632,0.4889219655863165,[0.23401471],[2.00641372e-01 7.76015239e-21],[3.38982988e-01 2.35571733e-59],600
Kepler-1152,Gaia DR3 2126870351901388672,3.4752134946518485,[0.95253525],[1.77024701e-01 2.74457622e-16],[3.11080396e-01 1.39233228e-49],600
Kepler-1505,Gaia DR3 2101689061725421312,0.5813743540685439,[0.54090084],[1.72317199e-01 2.54112350e-15],[3.20117263e-01 3.45739434e-53],600
Kepler-981,Gaia DR3 2127914132032810112,1.6798986576747235,[0.9720923],[2.13361413e-01 2.26747290e-23],[3.38940318e-01 1.00547873e-58],600
Kepler-118,Gaia DR3 2075162656527684864,0.19364444994303634,[0.02445261],[1.92618762e-01 3.68032971e-19],[3.19853513e-01 6.45275657e-53],600
Kepler-882,Gaia DR3 2077988401397704320,0.06647355891267864,[0.00011055],[1.77845276e-01 2.68285910e-16],[3.10588834e-01 5.04272972e-50],600
NGTS-33,Gaia DR3 5590415817155428224,10.840668370767116,[0.98076546],[1.5850576e-01 6.5512449e-13],[3.22419195e-01 8.78228170e-54],600
Kepler-984,Gaia DR3 2080314315164334464,2.6335504680382953,[0.97453599],[2.15492771e-01 4.86073602e-24],[3.23898741e-01 1.91008223e-53],600
HIP 5158,Gaia DR3 2351405057377686272,1.2699160068157502,[0.79853503],[1.61309163e-01 1.70841286e-13],[3.38878908e-01 6.59400497e-59],600
HD 108341,Gaia DR3 5842782219960409728,0.22576982598869907,[0.11083682],[1.34742802e-01 1.20672890e-09],[3.11603708e-01 9.42925869e-50],600
Kepler-197,Gaia DR3 2135179533070399232,0.022667648728593278,[8.56485536e-08],[1.96299632e-01 9.39187218e-20],[3.26355270e-01 3.98088084e-55],600
Kepler-333,Gaia DR3 2053581167404822272,1.6148461100454037,[0.8932961],[1.31750729e-01 4.20215277e-09],[3.19622894e-01 4.11741893e-53],600
Kepler-1005,Gaia DR3 2105663727538050688,0.06671080704558399,[9.90334889e-06],[2.03569813e-01 1.92684580e-21],[3.32254796e-01 8.82699958e-57],600
Kepler-1274,Gaia DR3 2107342716152550272,4.078587989947863,[0.9867668],[2.33962321e-01 4.07459646e-28],[3.28459084e-01 7.48882970e-56],600
TOI-674,Gaia DR3 5400949450924312576,8.03969914508049,[0.987629],[1.55773522e-01 8.04494459e-13],[3.30988950e-01 6.30698784e-57],600
WASP-181,Gaia DR3 2512413932376364288,1.8827485560091615,[0.9672187],[2.55059750e-01 3.52757079e-33],[3.52881732e-01 1.51873687e-64],600
K2-25,Gaia DR3 3311804515502788352,4851.9844591858755,1.0,[1.44563087e-01 8.01896023e-11],[3.29552573e-01 7.62534371e-56],600
Kepler-452,Gaia DR3 2079597124345617280,1.2114493518618097,[0.938044],[1.89833418e-01 1.98056108e-18],[3.02469466e-01 2.49633989e-47],600
HAT-P-3,Gaia DR3 1510191594552968832,2.9331843275188576,[0.97934984],[1.80352345e-01 6.80815913e-17],[3.31960182e-01 5.67144946e-57],600
HD 209458,Gaia DR3 1779546757669063552,3.814813470336458,[0.96161355],[1.77273746e-01 2.63666146e-16],[3.25626266e-01 1.35956194e-54],600
18 Del,Gaia DR3 1756741374681702784,1.9251434563600995,[0.92010158],[1.71144327e-01 3.39856099e-15],[3.35367195e-01 7.18920786e-58],600
TOI-2545,Gaia DR3 5762607889340459008,2.5495627519001935,[0.9829722],[1.94171431e-01 1.24543229e-19],[3.34884276e-01 3.36073334e-58],600
DE CVn,Gaia DR3 1550299304833675392,0.0020689941946092447,[7.15327467e-12],[1.64044954e-01 5.16512711e-14],[3.02150472e-01 5.51106534e-47],600
Kepler-809,Gaia DR3 2130951464184187392,1.125837547311292,[0.88757029],[2.14616325e-01 1.63789082e-22],[3.51305975e-01 1.18452142e-59],569
TOI-622,Gaia DR3 5516690878153930240,1.9048479763563262,[0.80928821],[1.22779738e-01 6.39475570e-08],[3.06122246e-01 1.41168130e-48],600
HD 149026,Gaia DR3 1331356474971716992,1.6917445927711101,[0.92642349],[1.69109860e-01 7.62157396e-15],[3.05131759e-01 6.28142752e-48],600
HD 27894,Gaia DR3 4678605152248591488,0.060510871472394125,[0.00065845],[1.59277841e-01 4.69638439e-13],[3.15732018e-01 1.87830209e-51],600
Kepler-151,Gaia DR3 2053585732948605952,1.6155410230760425,[0.96032207],[1.94791388e-01 1.37341043e-19],[3.23117760e-01 2.27440693e-53],600
HD 204313,Gaia DR3 6828450688663428224,0.34416070177620617,[0.3073656],[1.73208270e-01 1.77735611e-15],[3.16260891e-01 4.28734406e-51],600
K2-85,Gaia DR3 49784688211974144,0.1727533588443886,[0.05372111],[1.52689326e-01 4.54812117e-12],[3.32532904e-01 7.06241929e-57],600
Kepler-1201,Gaia DR3 2076579445968420736,0.09541402584482495,[5.35268278e-05],[2.26324070e-01 8.40815152e-19],[3.39421394e-01 1.18776061e-42],427
HD 117207,Gaia DR3 6166183842771027328,10.100195021463422,[0.97877683],[1.59575050e-01 2.52320929e-13],[3.54481333e-01 2.27137232e-65],600
HD 40956,Gaia DR3 1008018211509401728,1.4970661052450036,[0.93248829],[1.89694292e-01 1.95810311e-18],[3.17573275e-01 1.95224636e-51],600
TOI-5726,Gaia DR3 1097091022864217472,1.0818648533810344,[0.79459583],[1.87014629e-01 3.85468246e-18],[3.24676578e-01 1.20611521e-54],600
HD 18438,Gaia DR3 567664766657362304,0.2456188787401912,[0.01840675],[1.78394441e-01 2.42969653e-16],[3.41344579e-01 1.63382703e-60],600
K2-202,Gaia DR3 4078733014274957184,0.9793226988432362,[0.85510624],[1.46523948e-01 3.81837961e-11],[3.40461453e-01 1.66720710e-60],600
Kepler-589,Gaia DR3 2119809116425132160,0.14326800961799063,[0.00104823],[2.27236121e-01 1.03464306e-26],[3.18778609e-01 1.82274557e-52],600
EPIC 220492298,Gaia DR3 2576563907506735232,1.0918911474672466,[0.78561084],[2.50355425e-01 2.15139664e-25],[3.45373256e-01 3.94878474e-48],466
Kepler-883,Gaia DR3 2133609705341815680,0.14329953404166432,[0.00065969],[2.27504652e-01 7.26074853e-27],[3.49198799e-01 4.58261138e-63],600
Kepler-964,Gaia DR3 2076589960045421184,9.0914025327683,[0.9859838],[1.61093529e-01 1.15770349e-13],[3.31219703e-01 6.55726656e-57],600
Qatar 2,Gaia DR3 3620030644476623616,0.5127740043377933,[0.21956082],[1.94945280e-01 1.18575696e-19],[3.24786227e-01 2.11620416e-54],600
Kepler-654,Gaia DR3 2080353416547448320,0.44289957982237266,[0.2521489],[2.33884546e-01 3.40789537e-28],[3.38853981e-01 4.19849037e-59],600
Kepler-121,Gaia DR3 2100654421280638976,0.628882688740677,[0.62355406],[1.96023328e-01 9.12412980e-20],[3.17379657e-01 8.06042647e-52],600
Kepler-95,Gaia DR3 2106705269988803072,0.33789782444478234,[0.14380934],[2.01309882e-01 4.07810111e-21],[3.43398704e-01 3.73789792e-61],600
HIP 75092,Gaia DR3 6214741299913205888,0.13673478735401023,[0.02105325],[1.39862882e-01 2.82722487e-10],[3.12487736e-01 2.19174177e-50],600
Kepler-1665,Gaia DR3 2101773689759891328,0.28456140073405767,[0.23995976],[1.35492872e-01 1.14427723e-09],[3.15846642e-01 1.72125308e-51],600
Kepler-888,Gaia DR3 2134932314753757312,0.5913767387218497,[0.38436328],[2.29511258e-01 3.35959872e-27],[3.39772456e-01 5.10334200e-59],600
TOI-1759,Gaia DR3 2216420110788943744,0.14060446427369194,[0.00089531],[1.82579425e-01 3.45175339e-17],[3.39100543e-01 1.68857473e-59],600
Kepler-1601,Gaia DR3 2099912182214036608,0.24115272445285654,[0.01490682],[2.17160681e-01 1.71167692e-24],[3.43484987e-01 9.17568306e-61],600
HD 70573,Gaia DR3 3090083696499829376,7.4935632447437035,[0.98164958],[1.84535005e-01 1.13648712e-17],[3.39871502e-01 8.93667289e-60],600
K2-197,Gaia DR3 3630460126445437440,1.3745032060612543,[0.86188876],[1.96355322e-01 6.20574418e-20],[3.34478077e-01 9.32124397e-58],600
HAT-P-39,Gaia DR3 3169391577586325120,2.519874477863725,[0.97142047],[2.32343017e-01 5.74191102e-28],[3.30304179e-01 6.56232522e-56],600
GJ 685,Gaia DR3 1439069444391326208,1.068204087920283,[0.68300973],[1.66332114e-01 1.80833041e-14],[3.14730394e-01 2.68167057e-51],600
WASP-29,Gaia DR3 6534414719318886144,1.0710245836057088,[0.81470698],[1.70650889e-01 2.74493845e-15],[3.12334718e-01 2.45933468e-50],600
Kepler-1891,Gaia DR3 2126892067256468736,1.9620435899399673,[0.93291601],[2.28833656e-01 4.36363146e-27],[3.28154857e-01 1.19005750e-55],600
Kepler-165,Gaia DR3 2119814820141727232,0.22079692460734018,[0.00422554],[2.23448196e-01 7.81319523e-26],[3.37723674e-01 8.37138422e-59],600
WASP-6,Gaia DR3 2385171398768647552,1.7654012608532665,[0.97028685],[2.06461237e-01 5.66649767e-22],[3.16951039e-01 1.37295812e-51],600
HD 285968,Gaia DR3 3409711211681795584,0.5322474795577793,[0.49448178],[1.62969093e-01 1.01746888e-13],[3.12883435e-01 1.08974314e-50],600
Kepler-134,Gaia DR3 2132215421518219392,2.2457678838718,[0.9807487],[2.18016765e-01 2.15565354e-24],[3.32555913e-01 1.41556707e-57],600
K2-81,Gaia DR3 39738656627501056,0.8494344772135279,[0.81089221],[1.72607531e-01 2.00644329e-15],[3.19030813e-01 2.80511418e-52],600
TIC 279401253,Gaia DR3 5110565749968529024,0.7248109639115623,[0.79507564],[2.06508745e-01 4.66134640e-22],[3.39005808e-01 3.70727524e-59],600
WASP-3,Gaia DR3 2095108312831835648,2.362524440264749,[0.9676098],[1.56182554e-01 7.26780836e-13],[3.05269021e-01 5.68054413e-48],600
HD 47366,Gaia DR3 2951804033248308480,0.7681592247262585,[0.66803647],[1.58859286e-01 3.83705356e-13],[3.31115318e-01 2.19649913e-56],600
K2-319,Gaia DR3 3811688440459523200,3.8266620692109874,[0.99057967],[1.92202883e-01 3.05832536e-19],[3.34085118e-01 2.57715271e-58],600
Kepler-1928,Gaia DR3 2052827207364859264,5.678369026651841,[0.98670424],[1.27362063e-01 1.55881715e-08],[3.23457685e-01 2.53877037e-54],600
HD 206610,Gaia DR3 2667434008056899712,1.8334619530069889,[0.98006035],[1.91396144e-01 9.22614175e-19],[3.18637893e-01 7.18262589e-53],600
K2-148,Gaia DR3 2536443724641751808,2.1360452408718755,[0.964482],[1.76042683e-01 5.28886111e-16],[3.23927530e-01 9.79967569e-54],600
GJ 3779,Gaia DR3 1446540213584440704,0.1889716763049789,[0.01141983],[1.71039266e-01 3.15034041e-15],[3.43755426e-01 3.53453398e-61],600
Kepler-509,Gaia DR3 2129495057954829952,3.2637657231625936,[0.9760646],[1.85676877e-01 6.92031648e-18],[3.23378138e-01 5.14031838e-54],600
HD 27969,Gaia DR3 228532602782156288,0.4119238299910899,[0.02661733],[1.68317056e-01 2.44927952e-14],[3.07129748e-01 1.19278012e-48],600
HATS-12,Gaia DR3 4083840142695803520,3.689705938557383,[0.99285032],[2.12077955e-01 5.15448807e-23],[3.22657996e-01 4.01569748e-53],600
Kepler-1749,Gaia DR3 2127463224886292224,1.0290761870140133,[0.66786507],[1.67352307e-01 1.14602217e-14],[3.15408875e-01 4.42460777e-51],600
HAT-P-1,Gaia DR3 1928431764627661440,0.5889280095539151,[0.47994413],[1.72968858e-01 1.13790948e-15],[3.37299472e-01 1.18395954e-58],600
TOI-1694,Gaia DR3 1104269596843209472,0.7234111479594989,[0.4344641],[2.12221351e-01 2.78117519e-23],[3.30151020e-01 4.73807195e-56],600
K2-403,Gaia DR3 3867810120985878272,3.0160264760992668,[0.97970905],[1.99562716e-01 2.08863192e-20],[3.14386343e-01 2.84635990e-51],600
BD+20 2184,Gaia DR3 661424074528836480,106752.40322262704,1.0,[1.00771136e-01 3.03565189e-05],[3.06480515e-01 2.82759703e-48],600
WASP-182,Gaia DR3 6677909439240233472,1.0058254835375728,[0.67582646],[2.49010555e-01 7.66975012e-32],[3.32265782e-01 2.71623222e-56],600
TOI-1630,Gaia DR3 2233231540491361408,1.1054696907181567,[0.82447287],[1.90220252e-01 1.07825542e-18],[3.35698471e-01 5.49655761e-58],600
HD 154391,Gaia DR3 1438038102484626048,2.765741109828814,[0.96673673],[1.58610599e-01 4.20666093e-13],[3.19088115e-01 2.17932493e-52],600
HD 219415,Gaia DR3 2009255593080688640,0.06793032473968945,[1.45174451e-05],[2.08600575e-01 2.18145484e-22],[3.35697898e-01 2.74666845e-58],600
HAT-P-28,Gaia DR3 363702817083391232,0.20429723273293365,[0.01816901],[2.25360787e-01 5.23810756e-26],[3.33773869e-01 4.11416203e-57],600
HD 96167,Gaia DR3 3758718711877270784,7.086192390097023,[0.98541894],[1.62442854e-01 7.29510275e-14],[3.28677413e-01 9.80104456e-56],600
TOI-771,Gaia DR3 5229384714547758720,2.791360041968554,[0.92215998],[1.69794483e-01 7.33349739e-15],[3.26967083e-01 3.05288287e-55],600
TOI-954,Gaia DR3 4890874702443960832,1.8816391352311035,[0.98097529],[2.09240436e-01 1.74195548e-22],[3.26297919e-01 2.69205180e-55],600
Kepler-743,Gaia DR3 2077994272606400512,2.6990240771428984,[0.97156551],[1.64637929e-01 4.34434899e-14],[3.26331002e-01 7.81235993e-55],600
WASP-57,Gaia DR3 6340377202215639936,2.1678858446966105,[0.98958029],[2.28250597e-01 1.01383370e-26],[3.22202348e-01 3.01293996e-53],600
XO-5,Gaia DR3 920308932010648448,0.6055431045179637,[0.46976622],[2.09215707e-01 1.23795493e-22],[3.25140979e-01 1.03852258e-54],600
BD+48 738,Gaia DR3 438899345022759424,3.48467362603621,[0.98555013],[2.21952348e-01 1.71914875e-25],[3.46880247e-01 2.55091435e-62],600
