name,    designation,    rho,    P_target,    P_1comp,    P_1compv,    N_sample
HD 220773,Gaia DR3 2761142326076104192,0.16731749029942394,[0.02929976],[1.67061797e-01 9.70178075e-15],[3.13791625e-01 1.83406331e-50],600
K2-178,Gaia DR3 61624573016925824,6.744032483867313,[0.98535555],[1.68334685e-01 8.71457547e-15],[3.10413242e-01 1.54138831e-49],600
Kepler-629,Gaia DR3 2101248088842146688,0.5504947615405383,[0.70299629],[9.55071784e-02 5.83011140e-05],[3.15715306e-01 1.55127142e-51],600
HD 109988,Gaia DR3 6160221740968692992,1.4495371648541397,[0.89852309],[1.70905064e-01 3.73910775e-15],[3.03281479e-01 4.26035952e-47],600
HD 95086,Gaia DR3 5231963962676292224,15.266926205720031,[0.99773648],[1.09876621e-01 2.30249558e-06],[3.08883507e-01 1.81075244e-49],600
HD 12661,Gaia DR3 105332908999068032,0.4661887919934144,[0.40418746],[1.39169999e-01 5.02344257e-10],[3.40012332e-01 6.27265198e-60],600
TOI-1775,Gaia DR3 803285607362611840,3.4098892505021707,[0.9710372],[1.82758400e-01 2.61377703e-17],[3.31205587e-01 6.63227601e-57],600
TOI-406,Gaia DR3 4851053999056603904,0.18322247326828697,[0.05438161],[1.37250611e-01 6.31292664e-10],[3.22568469e-01 9.67323036e-54],600
KELT-21,Gaia DR3 2054523105274216704,3.662236766830199,[0.99650407],[1.79877787e-01 1.01160425e-16],[3.34638742e-01 5.16683802e-58],600
Kepler-1697,Gaia DR3 2102991776844251264,1.1874876303239226,[0.87011478],[1.51908444e-01 3.94170033e-12],[3.23444350e-01 3.93906859e-54],600
K2-213,Gaia DR3 2551651031310145024,2.2985838488988852,[0.98142993],[2.17012409e-01 4.35206158e-24],[3.4824604e-01 1.6951216e-62],600
HD 35759,Gaia DR3 287622247440034688,1.0226832994503456,[0.79316201],[1.65497115e-01 2.24225839e-14],[3.23808725e-01 1.07466734e-53],600
HD 180617,Gaia DR3 4293318823182081408,0.40492399847976357,[0.20148045],[1.55085061e-01 1.60058952e-12],[3.23832268e-01 1.89075718e-54],600
Kepler-101,Gaia DR3 2131709921047710336,0.40929962222083505,[0.10435818],[2.28948968e-01 5.50391390e-21],[3.65975126e-01 1.40084601e-53],464
Kepler-345,Gaia DR3 2080067749681845504,4.919202098697474,[0.99648874],[1.56409400e-01 1.26726314e-12],[3.37613070e-01 2.33764689e-58],600
HD 2638,Gaia DR3 2526925389919277056,0.3947349696081035,[0.19634978],[1.50748566e-01 4.73297525e-12],[3.23522400e-01 1.66308208e-53],600
HD 104067,Gaia DR3 3494677900774838144,0.7750222179090509,[0.56394605],[1.70266514e-01 5.11100529e-15],[3.24639167e-01 2.94750694e-54],600
Kepler-1227,Gaia DR3 2102431713108873216,0.21753912780444534,[0.04224867],[2.07490546e-01 2.88781827e-22],[3.30154317e-01 1.93196448e-56],600
Kepler-795,Gaia DR3 2052653729346427136,1.096015958672996,[0.83641146],[1.27674649e-01 1.51813943e-08],[3.38362823e-01 7.94079044e-59],600
TOI-3321,Gaia DR3 5909085279371278336,1.865101355745703,[0.97012966],[1.81707956e-01 4.99611842e-17],[3.09830098e-01 2.89490601e-49],600
HD 11964,Gaia DR3 2462426800883134336,0.12224889434342745,[0.08861198],[1.16421021e-01 3.96322975e-07],[3.23363519e-01 4.19656332e-54],600
Kepler-109,Gaia DR3 2101175933393051008,0.31909861212169344,[0.07543859],[1.92065549e-01 5.47919256e-19],[3.31631094e-01 1.21506637e-57],600
HD 93385,Gaia DR3 5391813299572883456,0.40277780841883953,[0.11252445],[1.69269127e-01 5.36417088e-15],[3.31220672e-01 3.33503882e-57],600
K2-295,Gaia DR3 2564784633279953536,0.45426858722903624,[0.20431524],[2.16779498e-01 3.04556200e-24],[3.43339332e-01 6.37871569e-61],600
TOI-3807,Gaia DR3 1117620107545810944,2.1537170485934083,[0.69160813],[2.39908167e-01 9.22093543e-30],[3.48235571e-01 1.41034937e-63],600
WASP-176,Gaia DR3 1750321012752775040,1.6988309336287688,[0.98298976],[2.20042699e-01 5.14716488e-25],[3.40152037e-01 1.97713739e-58],600
WASP-89,Gaia DR3 6857756246957592320,0.041231581505853036,[4.18180382e-07],[2.16362024e-01 3.42838873e-24],[3.15650298e-01 1.88380426e-50],600
Kepler-1898,Gaia DR3 2099597408349457024,0.07599533682213788,[0.04733172],[0.08159552 0.00101497],[3.23672836e-01 1.72936717e-54],600
Kepler-539,Gaia DR3 2075377679763353984,0.8277554850171066,[0.71395102],[1.53477117e-01 2.84899229e-12],[3.21891770e-01 1.63861302e-53],600
HD 32963,Gaia DR3 3421680597955802624,0.34024647046159645,[0.10638236],[1.51545190e-01 8.17423913e-12],[3.21211007e-01 4.24433706e-53],600
HAT-P-24,Gaia DR3 3167323052618369408,1.0487834475373914,[0.74553809],[1.74794021e-01 6.08707043e-16],[3.24804691e-01 2.58929271e-54],600
HD 216437,Gaia DR3 6384510877400590336,2.2919776072057134,[0.86917838],[1.57392099e-01 7.64924920e-13],[3.29225071e-01 6.33967488e-56],600
TOI-2128,Gaia DR3 1334288219648212352,1.1280311310803357,[0.62655431],[1.56813125e-01 8.55447899e-13],[3.20867113e-01 8.44204461e-53],600
Kepler-648,Gaia DR3 2106784610922074496,3.0954035581578867,[0.97877003],[2.29898333e-01 3.75223222e-27],[3.23853625e-01 1.85923288e-54],600
K2-221,Gaia DR3 2582898606311167872,0.7839874390490059,[0.63234373],[2.15039062e-01 6.72284595e-24],[3.58351182e-01 3.76564622e-66],600
K2-240,Gaia DR3 6257625719430982016,6.313699223141245,[0.99705619],[1.22937515e-01 4.12375271e-08],[3.04994534e-01 5.74297652e-48],600
HATS-72,Gaia DR3 2594869603582993792,0.12079939535975621,[0.00946903],[1.85618021e-01 7.61068533e-18],[3.39179433e-01 2.13022764e-58],600
Kepler-526,Gaia DR3 2086398222240415616,0.13951481480660816,[0.00063756],[2.27633778e-01 1.93216868e-26],[3.40866798e-01 1.01904994e-59],600
K2-44,Gaia DR3 3793339378098543616,0.45427247285676087,[0.27928432],[2.44318372e-01 1.50577778e-30],[3.56925957e-01 2.85644455e-65],600
HD 15906,Gaia DR3 5175239363214344960,0.3909480947554985,[0.27352123],[1.71560799e-01 4.35622121e-15],[3.41081850e-01 6.72100928e-60],600
Kepler-170,Gaia DR3 2104098950692667264,0.6464712078237537,[0.47351283],[2.42824001e-01 1.53605269e-30],[3.29542860e-01 9.60189294e-56],600
Kepler-409,Gaia DR3 2128215909315876352,3.9614177302483746,[0.98625538],[1.66249523e-01 1.86760358e-14],[3.26111195e-01 6.00498601e-55],600
Kepler-1371,Gaia DR3 2130911435088877056,2.7566793708869985,[0.9957452],[2.16487033e-01 4.27352564e-24],[3.42523459e-01 9.89103395e-61],600
Kepler-499,Gaia DR3 2078125359313871488,0.27994690635557995,[0.07243957],[2.03276212e-01 6.03468150e-21],[3.13568227e-01 1.45049847e-50],600
Kepler-475,Gaia DR3 2100597143598879616,1.4465839193204397,[0.94583434],[1.54955388e-01 1.38260756e-12],[3.27302850e-01 4.52296102e-55],600
Kepler-1007,Gaia DR3 2080381625890666496,2.569090647811891,[0.97736705],[1.93710616e-01 2.08210114e-19],[3.13311076e-01 3.93111620e-50],600
Kepler-1622,Gaia DR3 2086419903235549312,1.8569382053183816,[0.98905707],[2.17964802e-01 2.68249076e-24],[3.55131642e-01 4.72820554e-65],600
HIP 107772,Gaia DR3 6572326052043362304,0.053487744420855896,[0.00012614],[1.68001822e-01 1.24720692e-14],[3.26410832e-01 3.80963423e-55],600
HAT-P-43,Gaia DR3 601321985813952000,0.7725880242874339,[0.58033378],[1.86432787e-01 3.75876177e-18],[3.34528322e-01 5.65242350e-58],600
Kepler-1414,Gaia DR3 2104245357537867008,3.399405871409635,[0.99501964],[2.06871414e-01 2.13344913e-22],[3.33628591e-01 1.85360241e-57],600
TOI-1136,Gaia DR3 1677343097418015488,2.545343141077016,[0.99168738],[1.45900860e-01 3.97005025e-11],[3.17626714e-01 1.00887627e-51],600
WASP-31,Gaia DR3 3545873945303316224,2.5845569069010703,[0.98781764],[1.97366729e-01 4.20662523e-20],[3.29173141e-01 5.29052366e-56],600
Kepler-322,Gaia DR3 2117317588719059968,2.636587268603776,[0.97764688],[2.03562230e-01 1.63592308e-21],[3.30666019e-01 6.53810297e-57],600
HD 183579,Gaia DR3 6641996571978861440,3.3983112867486223,[0.96525542],[1.73860535e-01 1.28580389e-15],[3.17174785e-01 7.67013569e-52],600
HATS-13,Gaia DR3 6803000980210856704,1.4412675461095048,[0.97254836],[2.60231818e-01 1.01529239e-34],[3.47449967e-01 2.15949997e-63],600
K2-201,Gaia DR3 6771370981322320128,1.3111051373948244,[0.88150212],[1.65155839e-01 3.01947799e-14],[3.13148135e-01 2.43207190e-50],600
Kepler-1695,Gaia DR3 2128168256659148032,0.19811788758500787,[0.01439573],[2.09486553e-01 9.07123517e-23],[3.52793885e-01 4.56695478e-64],600
HAT-P-33,Gaia DR3 893550942158776832,1.5196883458055492,[0.90823244],[2.26919810e-01 1.51080035e-26],[3.24856733e-01 1.61284643e-54],600
CoRoT-28,Gaia DR3 4284680029006075648,0.25020066119659523,[0.06505478],[2.03268778e-01 3.99061195e-21],[3.13602712e-01 9.45029839e-51],600
Kepler-303,Gaia DR3 2105113765565227648,0.05329447391427616,[0.00048926],[1.57734517e-01 4.99958534e-13],[3.19965289e-01 1.68850628e-52],600
XO-3,Gaia DR3 470650560779277952,4.780051632719963,[0.96687313],[1.88909941e-01 2.07230074e-18],[3.32807992e-01 2.21519212e-56],600
Kepler-630,Gaia DR3 2053235577156249088,0.3953692732872573,[0.22249171],[2.37097538e-01 5.69100323e-29],[3.65147530e-01 1.24945091e-68],600
HD 190228,Gaia DR3 2029001447540053504,0.3023658088135299,[0.13642511],[1.53176849e-01 1.97826208e-12],[3.24212557e-01 6.33095038e-54],600
Kepler-1805,Gaia DR3 2103822075621468672,8.20448498219509,[0.98856277],[1.50831433e-01 6.93525173e-12],[3.09292482e-01 7.41574361e-50],600
HD 109749,Gaia DR3 6147000074988843264,4.358304111373415,[0.97980251],[1.55430175e-01 1.80167771e-12],[3.00598097e-01 9.72595058e-47],600
K2-401,Gaia DR3 3860043690538404992,0.1110972154032993,[0.00069141],[1.94543824e-01 1.04966332e-19],[3.50510155e-01 1.49893063e-63],600
WASP-168,Gaia DR3 5555500000779464448,0.8884167947419682,[0.79293356],[1.83973033e-01 2.33590285e-17],[3.1256870e-01 1.6885039e-50],600
HD 153557,Gaia DR3 1408029509584967168,2.831077869315638,[0.96178932],[1.75824274e-01 4.23646605e-16],[3.33340737e-01 4.63596946e-57],600
HD 180902,Gaia DR3 6770721346051487872,1.8856190093807101,[0.93653274],[2.01391618e-01 5.44168289e-21],[3.24208209e-01 2.68348761e-54],600
TOI-1224,Gaia DR3 4620009665047355520,6.994213021502597,[0.98079672],[1.95640861e-01 1.26826690e-19],[3.33183202e-01 2.11471464e-57],600
TOI-2570,Gaia DR3 3445148131761842944,0.24872571906047647,[0.00670116],[2.03722458e-01 4.50131666e-21],[3.21417377e-01 4.47073089e-53],600
HD 110113,Gaia DR3 6133384959942131968,2.483114841037221,[0.88451415],[0.08924947 0.00036446],[3.04363679e-01 1.60854897e-47],600
K2-137,Gaia DR3 3583729340372873344,4.581009834195121,[0.97565318],[1.61156092e-01 1.25502380e-13],[3.07288052e-01 4.04195095e-49],600
TOI-1180,Gaia DR3 1722026764638625280,0.6573370698846333,[0.42396109],[1.81847040e-01 4.12268408e-17],[3.29921675e-01 1.11115510e-55],600
WASP-63,Gaia DR3 5574766468155514752,0.09400632463672474,[0.00128086],[1.75456134e-01 6.31868198e-16],[3.18550442e-01 3.29193950e-52],600
K2-392,Gaia DR3 2439238852271933568,1.191379389356065,[0.94830506],[2.23275452e-01 9.46882777e-26],[3.41099864e-01 2.00322995e-60],600
HD 75302,Gaia DR3 581100382135253760,2.5223168500331203,[0.92046266],[1.48099515e-01 1.64214195e-11],[3.07545697e-01 8.76972556e-49],600
HD 152843,Gaia DR3 4564566554995619072,0.30341918996230804,[0.12620338],[1.66754394e-01 1.44959443e-14],[3.26811562e-01 4.81047512e-56],600
HD 38801,Gaia DR3 3012677738601895168,0.2517690445265301,[0.05956958],[1.46579967e-01 2.89163407e-11],[3.29720877e-01 5.33737975e-56],600
PZ Tel,Gaia DR3 6655168686921108864,17.099611147876367,[0.99107615],[1.69961897e-01 8.17439382e-15],[3.10147025e-01 1.87931227e-49],600
HAT-P-2,Gaia DR3 1380825667768742144,3.128823722152626,[0.85955816],[1.83306026e-01 2.21168483e-17],[3.28581915e-01 3.99245333e-55],600
Kepler-388,Gaia DR3 2106711424679833984,0.5018598709687447,[0.49760515],[2.07468517e-01 2.91908482e-22],[3.15547063e-01 1.17326548e-51],600
Kepler-1630,Gaia DR3 2078840900864235136,0.1351743336238891,[0.07812885],[1.24000683e-01 4.38988454e-08],[3.05979789e-01 7.24995477e-48],600
K2-321,Gaia DR3 3856449627544923392,0.14864329741484855,[0.00035587],[1.94713614e-01 1.93227022e-19],[3.30895840e-01 5.13462729e-56],600
Kepler-775,Gaia DR3 2101711155037463040,1.03436856724923,[0.88473067],[1.64076568e-01 4.57898991e-14],[3.14117504e-01 4.27467817e-51],600
EPIC 201595106,Gaia DR3 3701123406596146048,3.98075043940747,[0.96894346],[1.97819553e-01 2.69142401e-20],[3.39829345e-01 1.48735645e-59],600
Kepler-1073,Gaia DR3 2052069201482198784,0.19349427685926374,[0.01617877],[2.01774386e-01 3.85021286e-21],[3.34099837e-01 1.59228674e-57],600
HATS-11,Gaia DR3 6771149120491232768,0.10369197251759157,[1.41925388e-06],[2.84085431e-01 2.42350061e-41],[3.55265406e-01 1.93073286e-65],600
G 192-15,Gaia DR3 970354749937140736,3.1354290536219738,[0.92435087],[1.74863475e-01 8.04862825e-16],[3.17848898e-01 3.02808813e-52],600
Kepler-1319,Gaia DR3 2129942765344872320,0.30545112308773126,[0.10045733],[1.56477288e-01 8.33984748e-13],[3.37178549e-01 4.20005417e-58],600
HD 145934,Gaia DR3 4463442512084825728,1.7396082284184957,[0.94236715],[1.71595712e-01 2.23825122e-15],[3.23241724e-01 3.72672700e-54],600
HD 89345,Gaia DR3 3877070590167177344,1.83456891361893,[0.96026682],[1.73508196e-01 1.39533924e-15],[3.18676852e-01 1.97121768e-52],600
HIP 97233,Gaia DR3 4238527753544691712,0.4152044997361365,[0.27261564],[1.93704076e-01 2.62057351e-19],[3.07963755e-01 4.36633670e-49],600
Kepler-1181,Gaia DR3 2101035367703145088,1.509917262682785,[0.93900049],[2.33477667e-01 6.63562667e-28],[3.44385467e-01 7.05789830e-61],600
omi CrB,Gaia DR3 1275235752223276288,0.3337455360855927,[0.34619942],[1.54589078e-01 1.73806955e-12],[3.15921836e-01 1.99381260e-51],600
HAT-P-6,Gaia DR3 1925321658551399040,0.6469237650146437,[0.625138],[1.82379468e-01 3.07348589e-17],[3.38879284e-01 6.59198518e-59],600
TOI-5398,Gaia DR3 750888548244441344,2.2550179170612665,[0.9683791],[2.03925024e-01 1.92205305e-21],[3.20991456e-01 4.07254980e-53],600
Kepler-594,Gaia DR3 2132681339572129536,0.03393551878959445,[5.52738583e-08],[2.31039231e-01 1.05635645e-27],[3.50785006e-01 4.20594380e-63],600
TOI-150,Gaia DR3 5262709709389254528,2.1923836902580414,[0.94345628],[1.72330388e-01 2.11265949e-15],[3.38714394e-01 1.14442149e-59],600
K2-277,Gaia DR3 3604866386264961792,1.849278734267977,[0.92594425],[1.67251110e-01 1.26165983e-14],[3.39388222e-01 4.07929699e-60],600
Kepler-954,Gaia DR3 2080657740749601792,6.226328795483214,[0.97442849],[1.86900558e-01 3.05778207e-18],[3.23385906e-01 1.49183690e-53],600
Kepler-326,Gaia DR3 2128098197152438144,6.642315844092119,[0.99625581],[2.04311669e-01 1.89034642e-21],[3.07306512e-01 1.26958429e-48],600
HD 147513,Gaia DR3 6018047019138644480,4.044110823635719,[0.97720387],[1.85856150e-01 6.86144932e-18],[3.41507096e-01 4.73042084e-60],600
Kepler-1038,Gaia DR3 2079028676836456960,0.8074285432821753,[0.76763825],[2.15931925e-01 5.15507902e-24],[3.10530176e-01 9.52295045e-50],600
HD 331093,Gaia DR3 2033246455795280896,0.13601901023500101,[0.00135555],[1.74433012e-01 7.05952888e-16],[3.22737329e-01 3.05153015e-53],600
Kepler-371,Gaia DR3 2052702348375966208,0.498077747336301,[0.2739514],[2.25691290e-01 2.13790781e-26],[3.36799104e-01 3.58226337e-58],600
HD 74698,Gaia DR3 5220639164696365312,0.25606191369154296,[0.12815886],[1.40894817e-01 2.36812486e-10],[3.21677054e-01 8.54029907e-53],600
HD 74156,Gaia DR3 582221750852254080,0.2933141307517506,[0.04932989],[1.74289054e-01 7.96106137e-16],[3.23772473e-01 2.45685777e-54],600
HAT-P-46,Gaia DR3 4177560894633502720,5.4358171809358,[0.98180524],[1.87511919e-01 3.56947259e-18],[3.41014662e-01 4.40477116e-60],600
EPIC 212737443,Gaia DR3 3630680754621236096,0.345106866192997,[0.07759531],[2.25749234e-01 2.82393138e-26],[3.24665830e-01 7.89597499e-55],600
HD 220842,Gaia DR3 1997273733835247616,0.029438583318836545,[4.28971524e-07],[1.82277760e-01 3.00203388e-17],[3.16319416e-01 7.96844446e-52],600
K2-339,Gaia DR3 659493675706526848,3.4296136382869853,[0.96316514],[2.16632657e-01 2.98559895e-24],[3.32417252e-01 6.17669544e-57],600
K2-274,Gaia DR3 664406705976755712,1.3033318532096005,[0.67951027],[1.49655238e-01 1.00025116e-11],[3.33321062e-01 7.59788804e-58],600
Kepler-1023,Gaia DR3 2132678625152847232,2.2882507623205792,[0.99011086],[2.34100012e-01 4.71522708e-28],[3.50067842e-01 4.81295489e-64],600
TOI-1107,Gaia DR3 5192364501633274880,0.730374512331284,[0.65455651],[1.87483154e-01 3.61480045e-18],[3.24073332e-01 8.75031904e-54],600
EPIC 229004835,Gaia DR3 3694798019281730944,0.11437056551909927,[0.00147774],[1.60676711e-01 1.66920720e-13],[3.34672570e-01 1.00200018e-57],600
TOI-1749,Gaia DR3 2253774094189458432,0.22110514971759004,[0.07984394],[1.76339994e-01 3.87985931e-16],[3.21004854e-01 4.97777423e-53],600
Kepler-1025,Gaia DR3 2106595941599427072,0.1693163781340888,[0.00031814],[2.35819549e-01 6.62381369e-29],[3.24988870e-01 2.24144486e-54],600
Kepler-129,Gaia DR3 2131494313689868416,0.6663977556744787,[0.64190362],[1.96971868e-01 4.66851531e-20],[3.34677818e-01 3.97692838e-58],600
HR 810,Gaia DR3 4745373133284418816,8.163511463049623,[0.98983025],[1.33514108e-01 2.12339161e-09],[3.25052815e-01 1.38243625e-54],600
Kepler-915,Gaia DR3 2127422890853328128,0.14410431902210816,[0.0064341],[1.94907491e-01 1.63918383e-19],[3.34827808e-01 5.57645249e-58],600
Kepler-1332,Gaia DR3 2126102411750601088,1.468098213598113,[0.94552904],[1.77918855e-01 2.01659945e-16],[3.13366805e-01 1.38078058e-50],600
HAT-P-38,Gaia DR3 324889227693298560,0.3763616451427989,[0.26222094],[1.92060735e-01 3.51403577e-19],[3.19575241e-01 2.27731255e-52],600
TOI-1728,Gaia DR3 1094545653447816064,0.4330579697643406,[0.06821769],[1.84721529e-01 9.78586633e-18],[3.24535416e-01 1.67282165e-54],600
K2-177,Gaia DR3 63416845689590400,1.1461526337674526,[0.79059539],[2.19387320e-01 4.90010426e-25],[3.40940602e-01 4.68331804e-60],600
K2-354,Gaia DR3 601314254872894080,3.2332763666473676,[0.95454497],[1.82602705e-01 2.44250862e-17],[3.24257780e-01 4.92701964e-54],600
Kepler-1107,Gaia DR3 2052965337812644352,6.427074835743554,[0.9845362],[1.60066643e-01 1.99367118e-13],[3.22073529e-01 9.29915799e-54],600
HD 183263,Gaia DR3 4296208099222829568,1.0012561972458986,[0.78932746],[1.71717127e-01 3.04320571e-15],[3.15607475e-01 2.06514358e-51],600
K2-89,Gaia DR3 63206117414110848,1.028583670923943,[0.8430241],[1.46694100e-01 3.16630182e-11],[3.12703337e-01 4.14748921e-50],600
Wendelstein-1,Gaia DR3 1820530778750452096,4.424967248312105,[0.99248022],[1.70010561e-01 4.48211949e-15],[3.12096924e-01 2.40974505e-50],600
Kepler-1141,Gaia DR3 2129369095153280000,1.1451105449840884,[0.88918128],[2.05260844e-01 1.54865926e-21],[3.29844837e-01 9.44590215e-56],600
K2-99,Gaia DR3 3620612011248988416,2.7951167335812483,[0.98821134],[2.42912456e-01 3.79976920e-30],[3.21850919e-01 7.47255123e-53],600
Kepler-1982,Gaia DR3 2100524610190045312,1.2363704119941241,[0.93319116],[1.96040588e-01 5.68492085e-20],[3.37714714e-01 4.17596919e-59],600
Kepler-1963,Gaia DR3 2080561636560110464,0.2758059769242615,[0.05439999],[2.00778812e-01 6.70413427e-21],[3.23222509e-01 8.90803812e-54],600
HD 88986,Gaia DR3 741184091114529792,0.8893039395765766,[0.48802793],[1.72153338e-01 2.71322604e-15],[3.36301040e-01 1.35797957e-57],600
K2-237,Gaia DR3 6032746832450438400,5.627335922845981,[0.98704197],[1.53372334e-01 1.84296271e-12],[3.38586201e-01 1.05969174e-58],600
GJ 9714,Gaia DR3 6781117812601143168,6.942469192353406,[0.97996222],[1.60849032e-01 1.48499238e-13],[3.06625063e-01 2.09810558e-48],600
Kepler-595,Gaia DR3 2135237601028549888,2.4561025409803268,[0.99573947],[2.33237626e-01 4.87128424e-28],[3.16679395e-01 2.07269376e-51],600
Kepler-1028,Gaia DR3 2132657390834750976,0.20011065562112618,[0.00987414],[2.25095400e-01 2.39524076e-26],[3.40917582e-01 1.83607047e-60],600
Kepler-1746,Gaia DR3 2102490189082470528,0.6371235353886159,[0.5426139],[2.34890472e-01 2.72844115e-28],[3.30489489e-01 1.38817994e-55],600
HD 171028,Gaia DR3 4477318138371083008,0.712316460714388,[0.62635576],[1.68775163e-01 6.52877429e-15],[3.12324980e-01 1.66213211e-50],600
K2-71,Gaia DR3 2608279114251674624,0.13631196992208697,[0.00765909],[1.81097846e-01 8.42139655e-17],[3.03168137e-01 3.17662149e-47],600
Kepler-310,Gaia DR3 2127798442794047104,1.559342817699112,[0.97642879],[2.48576288e-01 8.73554725e-32],[3.20153801e-01 6.30874593e-53],600
K2-75,Gaia DR3 2621784209417087360,1.8675454895396624,[0.97372112],[2.39112019e-01 2.58871228e-29],[3.24254577e-01 6.12712601e-54],600
HD 127506,Gaia DR3 1480314599451475712,0.8838525535107866,[0.72743335],[1.64751920e-01 4.39172578e-14],[3.22802211e-01 8.06085172e-54],600
K2-8,Gaia DR3 3797977118144236288,1.0655940466065492,[0.86835692],[1.94828382e-01 1.69914339e-19],[3.22828080e-01 6.38069637e-54],600
Kepler-453,Gaia DR3 2107434834610481920,1.9812081920801878,[0.96488881],[2.10633899e-01 5.61046779e-23],[3.37780289e-01 6.32278884e-59],600
HD 238914,Gaia DR3 2154807121292791040,2.1810785681125098,[0.96133881],[2.07344959e-01 2.84290012e-22],[3.47745693e-01 2.58601642e-62],600
TOI-1452,Gaia DR3 2264839957167921024,1.5665628579406734,[0.87435728],[1.59083992e-01 3.90903153e-13],[3.23000754e-01 5.57467357e-54],600
TOI-2081,Gaia DR3 1416730563570869376,0.46606003685032904,[0.01071529],[1.78133685e-01 1.62266945e-16],[3.28665127e-01 5.09163688e-56],600
HD 208527,Gaia DR3 1781063087283857664,0.4881453392878909,[0.26003035],[2.27711184e-01 6.49285935e-27],[3.42936785e-01 1.44715065e-60],600
Kepler-143,Gaia DR3 2087172999977491328,1.5590443066242021,[0.9694873],[2.33463900e-01 5.98723006e-28],[3.47998365e-01 9.89415370e-63],600
Kepler-468,Gaia DR3 2132666633603904256,1.574525606641599,[0.95558932],[2.23364678e-01 1.83082807e-25],[3.32792545e-01 9.30493945e-58],600
K2-88,Gaia DR3 56983706234931328,0.9214741376916492,[0.93153669],[1.44356306e-01 1.60951984e-10],[3.24461797e-01 2.19937830e-54],600
KELT-11,Gaia DR3 3761497761876022400,0.501802486504549,[0.38714039],[1.6063908e-01 1.8782307e-13],[3.15551177e-01 3.97277116e-51],600
Kepler-153,Gaia DR3 2119711156811669120,0.7691923329745073,[0.81052484],[2.23794165e-01 1.19473958e-25],[3.18575821e-01 2.62268674e-52],600
HD 39855,Gaia DR3 2966316109264052096,2.005500775268493,[0.92600152],[1.31946337e-01 4.88346262e-09],[3.13438613e-01 1.59921936e-50],600
Kepler-798,Gaia DR3 2125709405062046976,0.24849370918154717,[0.02256082],[2.29661586e-01 3.06060697e-18],[3.36451038e-01 3.59824254e-39],403
Kepler-1150,Gaia DR3 2086853351332014976,3.470164816852812,[0.99237454],[1.60488748e-01 2.32126398e-13],[3.19582738e-01 6.44382877e-52],600
TOI-181,Gaia DR3 6552346035980010624,2.6360426411878333,[0.97801554],[1.72351093e-01 1.64935582e-15],[3.30098528e-01 1.61560472e-56],600
Kepler-1352,Gaia DR3 2129527974583414400,0.2006482467939291,[0.003521],[2.26066377e-01 3.25183037e-26],[3.41991738e-01 7.48769206e-61],600
K2-257,Gaia DR3 3695235654973028736,3.7356597234624993,[0.9644257],[1.65457106e-01 3.73928382e-14],[3.04448569e-01 7.08890961e-48],600
HD 10442,Gaia DR3 2560311854337920000,3.3792143548198235,[0.98611105],[1.80467103e-01 6.92532598e-17],[3.54419528e-01 1.46640493e-64],600
Kepler-927,Gaia DR3 2101480188876308480,3.0457128554712587,[0.98518954],[2.13243504e-01 1.38576537e-23],[3.38617836e-01 1.65421824e-58],600
HD 156846,Gaia DR3 4122343906051101184,0.4579680336673691,[0.20551592],[1.82595516e-01 3.66644537e-17],[3.17844935e-01 3.03732338e-52],600
K2-9,Gaia DR3 3795633852707093120,0.06121431179128568,[0.00082736],[1.72085662e-01 2.78761093e-15],[3.44865264e-01 2.90304353e-61],600
K2-70,Gaia DR3 2608811445383136768,0.7117993988356098,[0.79658863],[1.95622524e-01 9.39125849e-20],[3.16893887e-01 4.92316278e-51],600
TOI-163,Gaia DR3 4651366263526130816,2.939901229447349,[0.96350278],[1.64898601e-01 9.96336511e-14],[3.24647222e-01 6.45619577e-55],600
Kepler-877,Gaia DR3 2127712955764258048,0.4467773385044222,[0.42027966],[1.84126994e-01 1.26630685e-17],[3.24604928e-01 1.58382050e-54],600
TOI-5238,Gaia DR3 1694625251248104832,1.52591153980979,[0.95017208],[2.07832650e-01 1.72315849e-22],[3.25981787e-01 2.78232322e-55],600
Kepler-356,Gaia DR3 2051842839520109568,1.0149260547878354,[0.90042326],[1.92112471e-01 4.29147287e-19],[3.27197198e-01 1.05735053e-55],600
Kepler-1612,Gaia DR3 2127432099262972416,1.4122468146557563,[0.9541693],[2.24855187e-01 3.70247740e-26],[3.17933359e-01 4.29282593e-52],600
Kepler-311,Gaia DR3 2119534646538533888,0.7745520441870383,[0.67808146],[2.48752131e-01 1.30124019e-31],[3.38352909e-01 9.64167779e-60],600
CoRoT-10,Gaia DR3 4263752921128319616,1.0691921933119406,[0.90155104],[1.82937540e-01 2.26289172e-17],[3.12627365e-01 8.86662081e-51],600
Kepler-518,Gaia DR3 2100906140725803392,0.38908550311897194,[0.4239772],[1.04714213e-01 8.25289907e-06],[2.92648771e-01 1.99851422e-44],600
TOI-431,Gaia DR3 2908664557091200768,2.5394322985140563,[0.97544169],[1.20294953e-01 1.31524714e-07],[3.04006815e-01 5.56013208e-48],600
Kepler-794,Gaia DR3 2099681216051775616,0.29651526286417706,[0.06667906],[2.19241193e-01 2.06164485e-24],[3.31891343e-01 5.99455803e-57],600
HAT-P-40,Gaia DR3 1962153854973972096,1.5812130597053609,[0.95549176],[1.78559820e-01 1.99561235e-16],[3.02858643e-01 2.26647851e-47],600
