designation,    rho,    P_high
Gaia DR3 2348342573897042304 , 957.0364155461015 , 0.9662513740640438
Gaia DR3 2348351713587309568 , 740.7368778566132 , 0.9286204971671571
Gaia DR3 2348381847077901184 , 350.5306876777197 , 0.8045206683698651
Gaia DR3 2348395414878996992 , 184.48476541191494 , 0.5711634147001201
Gaia DR3 2360329587101891072 , 234.3549767770187 , 0.8571380435614675
Gaia DR3 2360329587101891200 , 227.28191623143243 , 0.604758102656435
Gaia DR3 2348425690104028800 , 612.6087706489628 , 0.9716872466653208
Gaia DR3 2360419059860637184 , 141.13119127063413 , 0.3663285510424287
Gaia DR3 2360420262451478528 , 267.0674247199513 , 0.3813062204495965
Gaia DR3 2360423694129437696 , 419.29914103084366 , 0.6471743560718161
Gaia DR3 2343098006511528448 , 371.2774987698227 , 0.9010475367869109
Gaia DR3 2348499700980601856 , 16.022189247464453 , 5.260195889001251e-05
Gaia DR3 2360457405327824256 , 358.10478840360497 , 0.8232044842705589
Gaia DR3 2360457886364158848 , 71.2649931346967 , 0.10070813458623569
Gaia DR3 2360479842237752704 , 337.23077623974797 , 0.8079103740335561
