target,    dr2id,    dr3id
Kepler-644 , Gaia DR2 2078049767888231936 , Gaia DR3 2078049767888231936
Kepler-792 , Gaia DR2 2052717466660745984 , Gaia DR3 2052717466660745984
KELT-10 , Gaia DR2 6710517793025165696 , Gaia DR3 6710517793025165696
Kepler-197 , Gaia DR2 2135179533070399232 , Gaia DR3 2135179533070399232
Kepler-1629 , Gaia DR2 2117125655219423744 , Gaia DR3 2117125655219423744
Kepler-941 , Gaia DR2 2128593252262465280 , Gaia DR3 2128593252262465280
Kepler-967 , Gaia DR2 2099980111415659776 , Gaia DR3 2099980111415659776
HATS-51 , Gaia DR2 5608644895310998272 , Gaia DR3 5608644895310998272
XO-2 N , Gaia DR2 934346809278715776 , Gaia DR3 934346809278715776
K2-271 , Gaia DR2 655863775507590400 , Gaia DR3 655863775507590400
HD 1666 , Gaia DR2 2362099457224379136 , Gaia DR3 2362099457224379136
Kepler-1327 , Gaia DR2 2133108190601426176 , Gaia DR3 2133108190601426176
HD 137388 , Gaia DR2 5778418870846853888 , Gaia DR3 5778418870846853888
nu Oph , Gaia DR2 4164319171169516160 , Gaia DR3 4164319171172759040
Kepler-138 , Gaia DR2 2102053446751282944 , Gaia DR3 2102053446751282944
Kepler-1054 , Gaia DR2 2126979031752904192 , Gaia DR3 2126979031752904192
Kepler-1018 , Gaia DR2 2107016126838707200 , Gaia DR3 2107016126838707200
30 Ari B , Gaia DR2 102082477749475200 , Gaia DR3 102082477749475200
Kepler-1572 , Gaia DR2 2119147897620835840 , Gaia DR3 2119147897620835840
Kepler-301 , Gaia DR2 2131867357368794624 , Gaia DR3 2131867357368794624
K2-396 , None , Gaia DR3 3405720400701167104
CoRoT-8 , Gaia DR2 4287832775526476800 , Gaia DR3 4287832775526476800
HD 222582 , Gaia DR2 2440578577126302336 , Gaia DR3 2440578577126302336
OGLE-2018-BLG-1212L , None , None
NN Ser , Gaia DR2 1191504471436192512 , Gaia DR3 1191504471436192512
NGTS-3 A , None , None
KOI-142 , Gaia DR2 2101507367429089664 , Gaia DR3 2101507367429089664
HD 141004 , Gaia DR2 4430238051199001216 , Gaia DR3 4430238051199001216
Kepler-169 , Gaia DR2 2103788854053938816 , Gaia DR3 2103788854053938816
Kepler-667 , Gaia DR2 2134766460297292032 , Gaia DR3 2134766460297292032
KMT-2021-BLG-1105L , None , None
Kepler-1564 , Gaia DR2 2127625956907154048 , Gaia DR3 2127625956907154048
HD 63433 , Gaia DR2 875071278432954240 , Gaia DR3 875071278432954240
WASP-173 A , Gaia DR2 2323985539482908416 , Gaia DR3 2323985539482908416
Kepler-1378 , Gaia DR2 2073733325763480320 , Gaia DR3 2073733325763480320
GJ 480 , Gaia DR2 3928391218812375808 , Gaia DR3 3928391218812375808
HD 88986 , Gaia DR2 741184091114529792 , Gaia DR3 741184091114529792
Kepler-306 , Gaia DR2 2102067396802935680 , Gaia DR3 2102067396802935680
Kepler-805 , Gaia DR2 2126508676995012352 , Gaia DR3 2126508676995012352
Kepler-436 , Gaia DR2 2081897989863673216 , Gaia DR3 2081897989863673216
Kepler-540 , Gaia DR2 2127008611187043456 , Gaia DR3 2127008611187043456
KMT-2017-BLG-1057L , None , None
TOI-1468 , Gaia DR2 2785466581298775680 , Gaia DR3 2785466581298775680
Kepler-1442 , Gaia DR2 2129357580341124608 , Gaia DR3 2129357580341124608
K2-37 , Gaia DR2 6049595065740634624 , Gaia DR3 6049595065740634624
Kepler-1445 , Gaia DR2 2117151420726319872 , Gaia DR3 2117151420726319872
Kepler-367 , Gaia DR2 2087250476887856256 , Gaia DR3 2087250476887856256
Kepler-1266 , Gaia DR2 2105528350169042560 , Gaia DR3 2105528350169042560
WASP-154 , None , None
K2-329 , Gaia DR2 2632880927441296640 , Gaia DR3 2632880927441296640
HD 5608 , Gaia DR2 362706006713454208 , Gaia DR3 362706006713454208
KELT-19 A , None , None
TOI-6029 , Gaia DR2 430269136520563200 , Gaia DR3 430269136520563200
KOI-351 , Gaia DR2 2132193431285570304 , Gaia DR3 2132193431285570304
Kepler-49 , Gaia DR2 2053523271244105216 , Gaia DR3 2053523271244105216
MOA-2010-BLG-328L , None , None
Kepler-151 , Gaia DR2 2053585732948605952 , Gaia DR3 2053585732948605952
Kepler-1711 , Gaia DR2 2078426655561355264 , Gaia DR3 2078426655561355264
HD 79498 , Gaia DR2 686996756484129664 , Gaia DR3 686996756484129664
Pr0211 , None , None
Kepler-1062 , Gaia DR2 2103714637018491136 , Gaia DR3 2103714637018491136
Kepler-1646 , Gaia DR2 2102601381497162240 , Gaia DR3 2102601381497162240
HD 109988 , Gaia DR2 6160221740968692992 , Gaia DR3 6160221740968692992
K2-14 , Gaia DR2 3892632287473304064 , Gaia DR3 3892632287473304064
HATS-12 , Gaia DR2 4083840142695803520 , Gaia DR3 4083840142695803520
HD 8535 , Gaia DR2 4984244302162168704 , Gaia DR3 4984244302162168704
HD 86950 , Gaia DR2 5673523262530712832 , Gaia DR3 5673523262530712832
HD 133131 B , Gaia DR2 6224633983987511552 , Gaia DR3 6224633983987511552
Kepler-1693 , Gaia DR2 2129417198787412608 , Gaia DR3 2129417198787412608
K2-411 , None , Gaia DR3 50884474718017408
Kepler-743 , Gaia DR2 2077994272606400512 , Gaia DR3 2077994272606400512
K2-85 , Gaia DR2 49784688211974144 , Gaia DR3 49784688211974144
Kepler-1184 , Gaia DR2 2129099474286578048 , Gaia DR3 2129099474286578048
Kepler-794 , Gaia DR2 2099681216051775616 , Gaia DR3 2099681216051775616
Kepler-603 , Gaia DR2 2077556465126659456 , Gaia DR3 2077556465126659456
HATS-68 , Gaia DR2 4904279261014267648 , Gaia DR3 4904279261014267648
Kepler-1137 , Gaia DR2 2131213903865285760 , Gaia DR3 2131213903865285760
KMT-2019-BLG-0371L , None , None
Kepler-101 , Gaia DR2 2131709921047710336 , Gaia DR3 2131709921047710336
GJ 724 , Gaia DR2 4105386718001211392 , Gaia DR3 4105386688016878336
Kepler-757 , Gaia DR2 2076848310922066048 , Gaia DR3 2076848310922066048
Kepler-1232 , Gaia DR2 2086814864122389760 , Gaia DR3 2086814864122389760
Kepler-347 , Gaia DR2 2132614922197436928 , Gaia DR3 2132614922197436928
HD 196885 A , Gaia DR2 1754430373040023168 , Gaia DR3 1754430373040023168
HAT-P-3 , Gaia DR2 1510191594552968832 , Gaia DR3 1510191594552968832
HD 29399 , Gaia DR2 4675576135153914368 , Gaia DR3 4675576135153914368
HD 9174 , Gaia DR2 5044029491007060608 , Gaia DR3 5044029491007060608
TOI-1994 , Gaia DR2 5405557504173563648 , Gaia DR3 5405557504184474496
Kepler-1512 , Gaia DR2 2127115783511206016 , Gaia DR3 2127115783511206016
HD 18742 , Gaia DR2 5079636934554540160 , Gaia DR3 5079636934554540160
Kepler-677 , Gaia DR2 2133056376115838080 , Gaia DR3 2133056376115838080
Kepler-427 , Gaia DR2 2103014626070505344 , Gaia DR3 2103014626070505344
TOI-4559 , None , None
Kepler-1597 , Gaia DR2 2102530703514980864 , Gaia DR3 2102530703514980864
Kepler-1873 , Gaia DR2 2080062389562356864 , Gaia DR3 2080062389562356864
K2-150 , Gaia DR2 2579495171146737280 , Gaia DR3 2579495171146737280
Kepler-1083 , Gaia DR2 2106904698207543936 , Gaia DR3 2106904698207543936
Kepler-1122 , Gaia DR2 2130383394629702400 , Gaia DR3 2130383394629702400
K2-358 , None , Gaia DR3 660400738439361280
HD 4308 , Gaia DR2 4708607629114652032 , Gaia DR3 4708607629114652032
K2-381 , Gaia DR2 4081376064109034496 , Gaia DR3 4081376064109034496
HD 4732 , Gaia DR2 2345744256120965504 , Gaia DR3 2345744256120965504
NGTS-18 , None , Gaia DR3 3462511310147530752
TOI-4633 , Gaia DR2 1630906044157332224 , Gaia DR3 1630906044157332224
Gaia22dkvL , None , None
HD 77338 , Gaia DR2 5649661592466640000 , Gaia DR3 5649661592466640000
K2-62 , Gaia DR2 2612830229101544704 , Gaia DR3 2612830229101544704
Kepler-352 , Gaia DR2 2085281530744134272 , Gaia DR3 2085281530744134272
Kepler-1024 , Gaia DR2 2052666992204482816 , Gaia DR3 2052666992204482816
TOI-2768 , Gaia DR2 2950113598541387776 , Gaia DR3 2950113598541387776
Kepler-1425 , Gaia DR2 2077967957353259136 , Gaia DR3 2077967957353259136
HD 206610 , Gaia DR2 2667434008056899712 , Gaia DR3 2667434008056899712
WD 0806-661 , Gaia DR2 5274517467840296832 , Gaia DR3 5274517467840296832
Kepler-1728 , Gaia DR2 2100378478222060032 , Gaia DR3 2100378478222060032
WASP-41 , Gaia DR2 6160877943251930368 , Gaia DR3 6160877943251930368
Kepler-1316 , Gaia DR2 2073591420052466048 , Gaia DR3 2073591420052466048
Kepler-704 , Gaia DR2 2104530027969874944 , Gaia DR3 2104530027969874944
Kepler-949 , Gaia DR2 2085527924426959104 , Gaia DR3 2085527924426959104
TOI-3353 , Gaia DR2 5212899427468919296 , Gaia DR3 5212899427468919296
WASP-117 , Gaia DR2 4746157737910069888 , Gaia DR3 4746157737910069888
Kepler-1402 , Gaia DR2 2129725749238044928 , Gaia DR3 2129725749238044928
Kepler-1771 , Gaia DR2 2129746468160336768 , Gaia DR3 2129746468160336768
GJ 685 , Gaia DR2 1439069444391326208 , Gaia DR3 1439069444391326208
Kepler-899 , Gaia DR2 2073746932220288256 , Gaia DR3 2073746932220288256
TOI-1338 A , None , None
TOI-2145 , Gaia DR2 1344163891352965632 , Gaia DR3 1344163891352965632
Kepler-1419 , Gaia DR2 2051897265347291520 , Gaia DR3 2051897265347291520
Kepler-1685 , Gaia DR2 2079576783379820928 , Gaia DR3 2079576783379820928
Kepler-1969 , Gaia DR2 2135025601442520192 , Gaia DR3 2135025601442520192
Kepler-1416 , Gaia DR2 2078999608496984448 , Gaia DR3 2078999608496984448
Kepler-1006 , None , None
HD 67087 , Gaia DR2 877846136542812160 , Gaia DR3 877846136542812160
Kepler-1051 , Gaia DR2 2076661630160275072 , Gaia DR3 2076661630160275072
HD 168746 , Gaia DR2 4153637759337630720 , Gaia DR3 4153637759337630720
Kepler-1219 , Gaia DR2 2086389357427331712 , Gaia DR3 2086389357427331712
Kepler-1370 , Gaia DR2 2104106647274122880 , Gaia DR3 2104106647274122880
Kepler-1543 , Gaia DR2 2080362899835391360 , Gaia DR3 2080362899836411136
Kepler-1858 , Gaia DR2 2128318305636573824 , Gaia DR3 2128318305636573824
Kepler-720 , Gaia DR2 2079056714383865856 , Gaia DR3 2079056714383865856
MOA-2011-BLG-262L , None , None
HD 208487 , Gaia DR2 6586580842340695040 , Gaia DR3 6586580842340695040
HD 208897 , Gaia DR2 1779772947826839808 , Gaia DR3 1779772947826839808
HD 136925 , Gaia DR2 1170797781264303616 , Gaia DR3 1170797781264303616
GJ 3090 , Gaia DR2 4933912198893332224 , Gaia DR3 4933912198895807104
Kepler-524 , Gaia DR2 2086827237930612096 , Gaia DR3 2086827237930612096
Kepler-350 , Gaia DR2 2100338792724606720 , Gaia DR3 2100338792725538048
OGLE-2018-BLG-0977L , None , None
KMT-2020-BLG-0414L , None , None
Kepler-1605 , Gaia DR2 2130676478898097792 , Gaia DR3 2130676478898097792
Kepler-550 , Gaia DR2 2086414268238649984 , Gaia DR3 2086414268238649984
Kepler-239 , Gaia DR2 2077298148611950976 , Gaia DR3 2077298148611950976
Kepler-1140 , Gaia DR2 2119201533172444160 , Gaia DR3 2119201533172444160
Kepler-375 , Gaia DR2 2130963696251416960 , Gaia DR3 2130963696251416960
Kepler-918 , Gaia DR2 2086541158751075968 , Gaia DR3 2086541158751075968
Kepler-473 , Gaia DR2 2100009935669354240 , Gaia DR3 2100009935669354240
HD 75898 , Gaia DR2 713135102814342656 , Gaia DR3 713135102814770432
Kepler-885 , Gaia DR2 2132686356093801472 , Gaia DR3 2132686356093801472
Kepler-374 , Gaia DR2 2077745168807120128 , Gaia DR3 2077745168807120128
HAT-P-43 , Gaia DR2 601321985813952000 , Gaia DR3 601321985813952000
K2-279 , Gaia DR2 3632489004572413952 , Gaia DR3 3632489004572617088
K2-355 , None , Gaia DR3 650463970824290816
Kepler-1275 , Gaia DR2 2126457313486865792 , Gaia DR3 2126457313486865792
HD 216520 , Gaia DR2 2299942278201276288 , Gaia DR3 2299942278201276288
Kepler-129 , Gaia DR2 2131494313689868416 , Gaia DR3 2131494313689868416
Kepler-709 , Gaia DR2 2125730982977974016 , Gaia DR3 2125730982977974016
Kepler-1346 , Gaia DR2 2126604991642285312 , Gaia DR3 2126604991642285312
K2-400 , Gaia DR2 3859918999047978240 , Gaia DR3 3859918999047978240
Kepler-1014 , Gaia DR2 2105933417124075264 , Gaia DR3 2105933417124075264
HD 38801 , Gaia DR2 3012677738601895168 , Gaia DR3 3012677738601895168
Kepler-779 , Gaia DR2 2105915343901864832 , Gaia DR3 2105915343901864832
HATS-46 , Gaia DR2 4919771654727611008 , Gaia DR3 4919771654727611008
Kepler-1834 , Gaia DR2 2076454445237794432 , Gaia DR3 2076454445237794432
Kepler-195 , Gaia DR2 2130982113070876160 , Gaia DR3 2130982113070876160
Kepler-1757 , Gaia DR2 2086312941367921408 , Gaia DR3 2086312941367921408
K2-17 , Gaia DR2 3899064464855774592 , Gaia DR3 3899064464855774592
Kepler-1639 , Gaia DR2 2131748472674257280 , Gaia DR3 2131748472674257280
TOI-1630 , Gaia DR2 2233231540491361408 , Gaia DR3 2233231540491361408
K2-170 , Gaia DR2 2599451994385832448 , Gaia DR3 2599451994385832448
Lupus-TR-3 , None , None
TOI-4914 , Gaia DR2 6176542204376734592 , Gaia DR3 6176542204376734592
Kepler-1590 , Gaia DR2 2129295049918456960 , Gaia DR3 2129295049918456960
HD 155193 , Gaia DR2 4443815297524544000 , Gaia DR3 4443815297524544000
Kepler-694 , Gaia DR2 2101495685117920128 , Gaia DR3 2101495685117920128
HD 97658 , Gaia DR2 3997075206232885888 , Gaia DR3 3997075206232885888
K2-197 , Gaia DR2 3630460126445437440 , Gaia DR3 3630460126445437440
K2-35 , Gaia DR2 3810609819552494976 , Gaia DR3 3810609819552494976
WASP-133 , Gaia DR2 6778662809294560896 , Gaia DR3 6778662809294560896
WASP-63 , Gaia DR2 5574766468155514752 , Gaia DR3 5574766468155514752
iot Dra , Gaia DR2 1614731957530945280 , Gaia DR3 1614731957531452544
Kepler-1712 , Gaia DR2 2132326747070439296 , Gaia DR3 2132326747070439296
GJ 1148 , Gaia DR2 772430527947893632 , Gaia DR3 772430527947893632
Kepler-1785 , Gaia DR2 2080645611761634432 , Gaia DR3 2080645611761634432
Kepler-1487 , Gaia DR2 2073153024144692736 , Gaia DR3 2073153024144692736
Kepler-1305 , Gaia DR2 2080269819302745216 , Gaia DR3 2080269819302745216
HD 160691 , Gaia DR2 5945941905576552064 , Gaia DR3 5945941905576552064
Kepler-1231 , Gaia DR2 2102711882417133952 , Gaia DR3 2102711882417133952
HATS-72 , Gaia DR2 2594869603582993792 , Gaia DR3 2594869603582993792
HD 106270 , Gaia DR2 3581292685166588672 , Gaia DR3 3581292685166588672
HD 203387 , Gaia DR2 6835905927255271424 , Gaia DR3 6835905927256722688
91 Aqr , Gaia DR2 2630155547353593216 , Gaia DR3 2630155547353593216
Kepler-317 , Gaia DR2 2052163518963966336 , Gaia DR3 2052163518963966336
Kepler-111 , Gaia DR2 2126569051355142656 , Gaia DR3 2126569051355142656
WASP-83 , Gaia DR2 3515865416826633984 , Gaia DR3 3515865416826633984
CFBDSIR J145829+101343 , None , None
K2-337 , Gaia DR2 658978451430055936 , Gaia DR3 658978451430055936
HIP 8152 , Gaia DR2 5140454049422547200 , Gaia DR3 5140454049422547200
Kepler-747 , Gaia DR2 2102113267054010880 , Gaia DR3 2102113267054010880
OGLE-2012-BLG-0563L , None , None
GJ 1132 , Gaia DR2 5413438219396893568 , Gaia DR3 5413438219396893568
7 CMa , Gaia DR2 2939555954747554176 , Gaia DR3 2939555954755196160
Kepler-814 , Gaia DR2 2131593269736776576 , Gaia DR3 2131593269736776576
Kepler-1009 , Gaia DR2 2105151526917259520 , Gaia DR3 2105151526917259520
WASP-189 , Gaia DR2 6339097679918871168 , Gaia DR3 6339097679918871168
TOI-2338 , Gaia DR2 4822916912388338176 , Gaia DR3 4822916912388338176
OGLE-2018-BLG-0677L , None , None
Kepler-167 , Gaia DR2 2051933102555095936 , Gaia DR3 2051933102555095936
Kepler-1183 , Gaia DR2 2052721692908731904 , Gaia DR3 2052721692908731904
HATS-33 , Gaia DR2 6640975950310072960 , Gaia DR3 6640975950310072960
Kepler-1731 , Gaia DR2 2050239300586448000 , Gaia DR3 2050239300586448000
TOI-1776 , Gaia DR2 778052193462283648 , Gaia DR3 778052193462283648
HD 360 , Gaia DR2 2429415922764859392 , Gaia DR3 2429415922764859392
WASP-90 , Gaia DR2 1737061349198867456 , Gaia DR3 1737061349198867456
Kepler-1032 , Gaia DR2 2101146757674573568 , None
KMT-2018-BLG-2602L , None , None
HD 126614 , Gaia DR2 3641697998570813952 , Gaia DR3 3641697998570813952
Kepler-464 , Gaia DR2 2134798444914611712 , Gaia DR3 2134798444914611712
HD 45350 , Gaia DR2 955758320761687680 , Gaia DR3 955758320761687680
Kepler-123 , Gaia DR2 2078697552035948800 , Gaia DR3 2078697552035948800
Kepler-180 , Gaia DR2 2134933208106983168 , Gaia DR3 2134933208106983168
HIP 55507 , Gaia DR2 788340461203094912 , Gaia DR3 788340461203094912
Kepler-717 , Gaia DR2 2125888419299436800 , Gaia DR3 2125888419299436800
Kepler-875 , Gaia DR2 2078729609672614784 , Gaia DR3 2078729609672614784
OGLE-2016-BLG-1800L , None , None
KMT-2022-BLG-0440L , None , None
WASP-52 , Gaia DR2 2666015878575546496 , Gaia DR3 2666015878575546496
HD 33142 , Gaia DR2 2986948238799721216 , Gaia DR3 2986948238799721216
Kepler-1943 , Gaia DR2 2077381299180152704 , Gaia DR3 2077381299180152704
TOI-1273 , Gaia DR2 1611685760565507840 , Gaia DR3 1611685004650291840
TOI-5126 , Gaia DR2 623633615066248576 , Gaia DR3 623633615066248576
USco1556 A , Gaia DR2 6235663460003427200 , Gaia DR3 6235663460003427200
Kepler-1042 , Gaia DR2 2101233898269847296 , Gaia DR3 2101233898269847296
Kepler-922 , Gaia DR2 2132214871762396160 , Gaia DR3 2132214871762396160
Kepler-950 , Gaia DR2 2102152815113208192 , Gaia DR3 2102152815113208192
Kepler-1349 , Gaia DR2 2131184938606509952 , Gaia DR3 2131184938606509952
Kepler-302 , Gaia DR2 2078195212660287616 , Gaia DR3 2078195212660287616
Kepler-1280 , Gaia DR2 2127973677460755584 , Gaia DR3 2127973677460755584
OGLE-2016-BLG-0007L , None , None
Kepler-1857 , Gaia DR2 2073303313639459840 , Gaia DR3 2073303313639459840
Kepler-228 , Gaia DR2 2086660283961964416 , Gaia DR3 2086660283961964416
Kepler-1885 , Gaia DR2 2130910988412248192 , Gaia DR3 2130910988412248192
Kepler-1756 , Gaia DR2 2076572092984362880 , Gaia DR3 2076572092984362880
TIC 172900988 Aa , None , None
Kepler-1528 , Gaia DR2 2130434384481265408 , Gaia DR3 2130434384481265408
Kepler-1449 , Gaia DR2 2132939037609090816 , Gaia DR3 2132939037609090816
Kepler-81 , Gaia DR2 2077816087307845248 , Gaia DR3 2077816087307845248
TOI-2005 , Gaia DR2 5388416255319817856 , Gaia DR3 5388416255319817856
HD 99283 , Gaia DR2 844058831415683712 , Gaia DR3 844058831415683712
WASP-85 A , Gaia DR2 3909745223886018432 , Gaia DR3 3909745223886018432
Kepler-1148 , Gaia DR2 2127431274629643008 , Gaia DR3 2127431274629643008
G 196-3 , Gaia DR2 824017070904063104 , Gaia DR3 824017070904063104
K2-25 , Gaia DR2 3311804515502788352 , Gaia DR3 3311804515502788352
Kepler-801 , Gaia DR2 2106293816419205504 , Gaia DR3 2106293816419205504
K2-125 , Gaia DR2 3606324613561098368 , Gaia DR3 3606324613561098368
Wendelstein-1 , Gaia DR2 1820530778750452096 , Gaia DR3 1820530778750452096
G 264-012 , Gaia DR2 2222540228723911168 , Gaia DR3 2222540228723911168
Kepler-1060 , Gaia DR2 2100653527927414272 , Gaia DR3 2100653527927414272
HAT-P-8 , Gaia DR2 1891507552824189568 , Gaia DR3 1891507552826485632
Kepler-665 , Gaia DR2 2086734157398583424 , Gaia DR3 2086734157398583424
Kepler-1544 , Gaia DR2 2086784185178032384 , Gaia DR3 2086784185178032384
HAT-P-50 , Gaia DR2 3151961363348862720 , Gaia DR3 3151961363348862720
GSC 06214-00210 , Gaia DR2 6244440552088537600 , Gaia DR3 6244440552088537600
HD 215152 , Gaia DR2 2623505219992303104 , Gaia DR3 2623505219992303104
K2-138 , Gaia DR2 2413596935442139520 , Gaia DR3 2413596935442139520
Kepler-1082 , Gaia DR2 2133127363335546112 , Gaia DR3 2133127363335546112
Kepler-1201 , Gaia DR2 2076579445968420736 , Gaia DR3 2076579445968420736
Kepler-759 , None , None
TOI-622 , Gaia DR2 5516690878153930240 , Gaia DR3 5516690878153930240
HIP 19976 , Gaia DR2 4840909492463387136 , Gaia DR3 4840909492463387136
Kepler-1342 , Gaia DR2 2078752149661192832 , Gaia DR3 2078752149661192832
WASP-129 , Gaia DR2 5380888758195682944 , Gaia DR3 5380888758195682944
Kepler-357 , Gaia DR2 2126194667646233984 , Gaia DR3 2126194667646233984
Kepler-489 , Gaia DR2 2052616586468670976 , Gaia DR3 2052616586468670976
WASP-54 , Gaia DR2 3661983850663908608 , Gaia DR3 3661983850663908608
Kepler-1248 , Gaia DR2 2133405707276892288 , Gaia DR3 2133405711576296960
Kepler-48 , Gaia DR2 2075112109039378688 , Gaia DR3 2075112109039378688
Kepler-161 , Gaia DR2 2102046952760377728 , Gaia DR3 2102046952760377728
Qatar 5 , Gaia DR2 382111248777193216 , Gaia DR3 382111248777193216
Kepler-1222 , Gaia DR2 2134837069559538176 , Gaia DR3 2134837069559538176
NGTS-27 , None , Gaia DR3 6171451912217279872
HD 13724 , Gaia DR2 4942867480584948352 , Gaia DR3 4942867480584948352
Kepler-1066 , Gaia DR2 2085502463860057984 , Gaia DR3 2085502463860057984
K2-54 , Gaia DR2 2594546351459477760 , Gaia DR3 2594546351459477760
KMT-2017-BLG-0165L , None , None
WASP-88 , Gaia DR2 6482103014085857024 , Gaia DR3 6482103014085857024
BD+45 564 , Gaia DR2 353030751066772480 , Gaia DR3 353030751066772480
HD 111232 , Gaia DR2 5855730584310531200 , Gaia DR3 5855730584310531200
Kepler-701 , Gaia DR2 2102228887573941760 , Gaia DR3 2102228887573941760
Kepler-1573 , Gaia DR2 2129820582115829504 , Gaia DR3 2129820582115829504
Kepler-907 , Gaia DR2 2103882548762598144 , Gaia DR3 2103882548762598144
K2-141 , Gaia DR2 2643952940813536768 , Gaia DR3 2643952940813536768
Kepler-1411 , Gaia DR2 2105552127108243456 , Gaia DR3 2105552127108243456
Kepler-607 , Gaia DR2 2126248505058677120 , Gaia DR3 2126248505058677120
Kepler-76 , Gaia DR2 2052441008208934144 , Gaia DR3 2052441008208934144
OGLE-2015-BLG-0051L , None , None
TOI-540 , Gaia DR2 4785886941312921344 , Gaia DR3 4785886941312921344
