designation,    u,    v,    w
Gaia DR3 5507327471492020352,-8.012180716434006,-40.452319352326626,-10.425963518849077
Gaia DR3 5507751268803810432,-9.736066633946912,-47.40253297330491,-11.129677043635045
Gaia DR3 5507847372993302656,-11.463138447751202,-55.68234235321986,-12.365692534869769
Gaia DR3 3141791533628643200,-39.69617674760447,-24.16182882788533,9.64153936145002
Gaia DR3 3141836922842006016,-45.141564498777555,-28.661041023055677,12.091311397747374
Gaia DR3 3143322706648031872,-52.2721212748983,-29.21346218433519,11.947826918629245
Gaia DR3 3141899766803303936,-38.145747308533906,-23.80510370738499,9.82000229846251
Gaia DR3 3141914541490751360,-50.59162333784575,-31.467182486168465,13.176390889402395
Gaia DR3 3141928457184536704,-62.186568368561254,-38.341688570858665,16.254853801209116
Gaia DR3 3141967249329369856,-58.147525787210014,-36.738066133456385,16.639480905421866
Gaia DR3 3143409430627793920,-48.29661455081775,-27.388131463384386,12.767893747785543
Gaia DR3 3143409430627795456,-48.42000383402635,-27.462705105132002,12.798742415207592
Gaia DR3 3142718696807857536,-62.71108415101094,-36.40333873556118,13.327769752204444
Gaia DR3 3142720964550707584,-65.35586446027641,-37.89255006543229,13.361704485641987
Gaia DR3 3142042462796318720,-52.14538121796581,-32.22417877489658,14.60470273163313
Gaia DR3 3143455983776027520,-66.6525192613686,-37.11475049760191,16.790600095378522
Gaia DR3 3142063594035370496,-62.45658533585778,-38.400727290983404,17.62711760679996
Gaia DR3 3143470311787500160,-51.094652112605374,-28.251034831540416,12.776553586664141
Gaia DR3 3142079777472298368,-53.97829145332767,-33.307114705160906,15.827031899337952
Gaia DR3 3142778482752331776,-29.199910542959366,-16.693439452257323,5.888030396512027
Gaia DR3 3142106921667236480,-63.43179055790693,-39.07770154369982,16.139347983518835
Gaia DR3 3142135474609735168,-56.49939119039268,-34.39246362926151,14.614345323058703
Gaia DR3 3142836756868659712,-28.842563066768573,-16.5522498745536,6.28477000162434
Gaia DR3 3142837890739971072,-56.42814084980949,-32.40193726336858,12.477421353050463
Gaia DR3 3142187941929938688,-51.138609764708356,-30.86273719326237,13.043532169942818
Gaia DR3 3142888811872253568,-62.60690784324257,-35.69425014355681,13.64318607602533
Gaia DR3 3142234190137464832,-25.694206388342675,-15.27512638022941,6.514468081695816
Gaia DR3 3141443911856446720,-61.257778993143674,-39.077196567962076,15.745552794913994
Gaia DR3 3142266041615484160,-60.19618255985604,-36.44261599886387,16.345886001144663
Gaia DR3 3142271161216457472,-44.4455527980937,-26.760805359886263,12.099126500471828
Gaia DR3 3141495112164403584,-58.16879066075206,-36.32513234759444,13.775428563164983
Gaia DR3 3140847323719610752,-49.21895791807301,-30.140691254599428,9.525557939016615
Gaia DR3 3143030408354037248,-66.12420709999627,-38.612100774523086,16.1289688362271
Gaia DR3 3141549847229919360,-60.39286036686271,-37.707672966107424,13.23767164920258
Gaia DR3 3142369189549610752,-37.97432629355049,-22.549052747078143,10.424662851457562
Gaia DR3 3141559502315825920,-32.388702524257745,-20.147882832834338,7.2418792380421175
Gaia DR3 3143090056859496832,-59.11739119244041,-33.8272551067023,14.858611423112041
Gaia DR3 3142446430241371008,-37.366610624395044,-22.285629246122397,8.049523500984254
Gaia DR3 3142446533320580608,-37.35226526077735,-22.25583325104007,8.048070681051376
Gaia DR3 3141719786195912320,-40.10777368048458,-24.823743809928335,9.829953528467659
Gaia DR3 3141728105551886080,-40.93384830191086,-25.283756830937804,10.172515843278825
Gaia DR3 3141731949543281792,-47.15588750712293,-29.053071950091564,11.736037295108721
Gaia DR3 671131559609947520,-45.30872582983359,-18.316753079276022,16.17310302895841
Gaia DR3 671410182729275776,-47.5617645715507,-18.463718472807923,16.366508715321103
Gaia DR3 671424648179010176,-61.59656696904915,-24.021488228311775,21.937831914190205
Gaia DR3 672196196103503872,-56.99274282799104,-21.403376633935984,19.765243325254964
Gaia DR3 5586078961047430912,-10.877295861958599,-30.39449762841098,-5.742537320321387
Gaia DR3 5585692040325086848,-11.362480198528178,-33.842777981909755,-7.134282841079427
Gaia DR3 5585699462029000960,-24.468872840221625,-73.78776627023669,-15.181729999752385
Gaia DR3 5585430081682134272,-17.01373528857531,-50.82027089200434,-8.413536720420327
Gaia DR3 5585168565414971776,-21.539583828898266,-70.27304947015966,-11.086640479861915
Gaia DR3 5586184415378097792,-16.974704373228626,-49.44081978003666,-8.782306259230605
Gaia DR3 5586206062012994176,-22.13049165635054,-64.52055227002568,-11.1418879329029
Gaia DR3 5586211490851508480,-24.51411663889633,-70.8004401985641,-12.27669035448978
Gaia DR3 5585572296641207168,-19.97850469459514,-58.48054821420453,-9.096738939247405
Gaia DR3 5585594664826865152,-12.835234084255747,-40.26329019587381,-8.477099599832863
Gaia DR3 5586022409211089792,-15.779619114597494,-45.443051820194924,-8.857116871998489
Gaia DR3 5586022443570622208,-15.77119368652332,-45.41333841225217,-8.859520275181367
Gaia DR3 5586026394940746880,-20.39661893742818,-58.39905200370245,-11.424962803970404
Gaia DR3 5586381090520538880,-7.188224235550144,-20.247382118329323,-3.3915107423752224
Gaia DR3 5586383392617560448,-10.10207017819964,-28.354713712095215,-4.689906734775266
Gaia DR3 5586391879472669696,-23.187968710709313,-64.52687689315792,-10.52736547111018
Gaia DR3 5586566804905118720,-13.043255970774855,-34.99690317125065,-6.08715272903764
Gaia DR3 5618420137803146240,-15.899800150754025,-26.00651054658897,-0.9084807090657572
Gaia DR3 5618420137803147008,-15.922787210786762,-26.04175335900478,-0.9105454458931765
Gaia DR3 5618435977642427520,-26.73341914433934,-43.38994410785679,-1.6378617891849814
Gaia DR3 5617824717897292288,-31.867278021800033,-49.7856761531534,-4.671014085157221
Gaia DR3 5618308880973991040,-32.66027552198628,-53.30712379174288,-2.6345856589265413
Gaia DR3 5618314339864165120,-19.70234979558943,-32.20515086545489,-2.0600770837193396
Gaia DR3 5618564654864843776,-34.2547965742181,-54.54847959502314,-3.1436074235505114
Gaia DR3 5618343000195172864,-18.59769466960223,-29.95580126988778,-1.9157962680138318
Gaia DR3 5618147802519646976,-37.68092702071373,-56.69697539930442,-4.6809313225442715
Gaia DR3 5618354235830644608,-29.391341467694957,-47.51681117155943,-2.6426337262781114
Gaia DR3 5618381689255250432,-30.367110444890656,-50.100725078833165,-2.277085933157432
Gaia DR3 5618655708172952960,-32.05695714379185,-49.834256177076995,-2.9644371626018096
Gaia DR3 5618730715475789696,-34.46082098080953,-53.66270807772807,-2.1186928943782153
Gaia DR3 5618741156535205376,-27.771471148704343,-43.184944673553645,-2.3156399235434275
Gaia DR3 3062229394774856832,-58.71096353127091,-46.13669393871301,10.130187409070372
Gaia DR3 3061783748969291008,-30.80056832578324,-24.596624440370086,4.591180113819209
Gaia DR3 3060576072885775104,-43.26365432466271,-36.25848694637867,5.97972446763554
Gaia DR3 3061833330071395328,-37.63593953576205,-29.524009598527563,5.004412042307581
Gaia DR3 3061480111960905472,-32.59981724081195,-26.775679206815894,5.111338768568766
Gaia DR3 3061510142371929344,-34.87429656165112,-28.672834634322772,5.805657230457154
Gaia DR3 3061523336511622016,-54.961159720870604,-44.76761577403818,8.668479219639742
Gaia DR3 3060641356390249728,-8.904724795515014,-7.516430525317556,1.382485001516926
Gaia DR3 3062412291661006976,-59.14453584507623,-45.38468803570455,10.592706199492387
Gaia DR3 3061111260170658176,-60.725192321616326,-50.72587500701343,10.662298547521907
Gaia DR3 3061562747131020416,-26.15661686165827,-21.105831042658217,3.909255595700148
Gaia DR3 3061567832372248960,-47.739363952710534,-38.34580734863168,7.162335516774226
Gaia DR3 3061601367476703872,-42.190074201424984,-33.844647567008415,6.732149053172972
Gaia DR3 3060772748027720064,-51.44230022160757,-44.77512639055702,10.06610167234746
Gaia DR3 3060787930730737920,-26.498001394167073,-22.944306125464518,5.198433779864661
Gaia DR3 3060788519149063680,-10.643674473624483,-9.208726599165418,2.0975466261328752
Gaia DR3 3061655140469506688,-59.572135394886395,-47.7057179930362,8.129982743082973
Gaia DR3 3061659675955157248,-25.140433754917947,-20.075344777178426,3.252615416378969
Gaia DR3 3060802778438941824,-50.16922204582126,-43.4364086170524,10.199972711935454
Gaia DR3 3062058145838409728,-54.138730011613816,-43.57845092894464,10.440411727011055
Gaia DR3 3060868405538650880,-43.85499174933683,-37.5642757211805,8.722574445195026
Gaia DR3 3062211317253795328,-38.96581396354282,-30.892359849192196,6.885060408894704
Gaia DR3 5587862441921500288,-22.140543023346694,-62.098555327485855,-9.206881588128539
Gaia DR3 5588104918597402752,-18.64894699934524,-49.45165382245149,-6.005559455907077
Gaia DR3 5587903639248438912,-24.400808135096387,-67.64024970817171,-9.299156797791396
Gaia DR3 5588141992752796800,-5.311768911128251,-14.206027513416132,-2.173690877813687
Gaia DR3 5587941297522278400,-16.67560363926256,-45.42298950545484,-6.648648631252419
Gaia DR3 5587941297522278656,-16.758802024759405,-45.65078351244513,-6.682403673871776
Gaia DR3 5588746036954623616,-25.540799202740764,-64.59801607097435,-7.18107829087432
Gaia DR3 3163609482157520384,-51.9200552787712,-23.964991487320088,14.151628797310368
Gaia DR3 3163680301874894592,-54.59117149421533,-25.338208484202017,16.10542984863792
Gaia DR3 3163695832476398208,-41.444050560918775,-19.09434180876559,12.074275264275501
Gaia DR3 3163696103058961920,-42.65422826223874,-19.624668789013366,12.414576231586114
Gaia DR3 3163696107354305536,-42.7484432625082,-19.668688215971606,12.440311284535085
Gaia DR3 3161920808393332608,-65.84967749118279,-33.58823916327238,16.91533180702244
Gaia DR3 3162845085355072512,-28.28744118125529,-13.936676805016656,7.76471404806404
Gaia DR3 3162868961075273728,-26.385792237836966,-12.906555874634929,6.718482123473776
Gaia DR3 3164984116506805760,-26.66482887233369,-12.600519544186536,8.311261790998469
Gaia DR3 3162883946219113088,-63.77602591822314,-31.014977105749384,16.272211906916137
Gaia DR3 3163753728635483648,-39.3557332723976,-17.938017043006276,11.509940125303466
Gaia DR3 3165001811771850624,-54.96174083565879,-25.70736946659455,17.005747137931117
Gaia DR3 3161976471169923200,-59.83658149220916,-30.690831042923755,16.26935880067169
Gaia DR3 3161976569950375552,-59.78532614642848,-30.662275799150226,16.2590551162003
Gaia DR3 3162043644458156416,-45.04511814651317,-22.584562962822865,11.759272016551101
Gaia DR3 3162985337510438528,-63.572108940547245,-30.534348122392796,15.728705117563127
Gaia DR3 3162986230863634688,-63.5019592991106,-30.45140798721282,15.674374900113541
Gaia DR3 3165126984298430592,-51.85691362101149,-24.148544945195617,17.227266420289318
Gaia DR3 3162141123035144832,-52.895228390706905,-27.818302078288593,16.516374486840526
Gaia DR3 3162160261409405184,-48.54264454757235,-25.463032923292847,14.15173581919638
Gaia DR3 3163073165297639168,-50.93568646379643,-23.765582713029872,12.22746120367366
Gaia DR3 3163073229721162496,-50.89034104463154,-23.72943675872213,12.21471871743719
Gaia DR3 3165258547737107200,-60.17613129595523,-27.299786153534363,17.961817431295458
Gaia DR3 3165287719154543232,-18.271678829124582,-8.16449064317649,5.465330218225771
Gaia DR3 3165304692865336832,-39.044704524868834,-17.506570651005006,12.231636328921383
Gaia DR3 3164100487115775488,-42.3745254639149,-21.063725292820266,14.045210170406381
Gaia DR3 3163201979956736000,-21.249856616139105,-9.838044696273148,5.389598535010409
Gaia DR3 3165428353563491200,-70.14238280406603,-30.916723674946212,22.117346061087794
Gaia DR3 3165460170681098752,-45.60737430306844,-20.01901965167506,14.804829492828524
Gaia DR3 3163241974692870016,-52.56684692214614,-25.51845369031649,14.486919962545478
Gaia DR3 3162437991175363072,-42.8738006872437,-21.543854986453,12.755164348438061
Gaia DR3 3163406317321312768,-54.98500095956459,-26.467603634323833,16.821701040027566
Gaia DR3 3162625183029715968,-67.96258047960494,-33.44467334954403,21.093134603482458
Gaia DR3 3163490567399437440,-35.881346005585925,-16.827607897765564,10.81544233123159
Gaia DR3 3161673624435128832,-41.215254028652524,-22.071468880853764,11.422096375553366
Gaia DR3 3161686234459087616,-59.99805145791889,-32.04668091446029,16.65162157227527
Gaia DR3 3161717978560017664,-49.272467827743526,-26.17765926689502,14.336336871442635
Gaia DR3 3166224984098237696,-46.97126722556051,-21.39543556496278,11.672050465567985
Gaia DR3 3166294837446105088,-34.436701630637046,-15.389760339237696,8.378448604777196
Gaia DR3 3166295868236320640,-51.58148198969978,-22.98944825625027,12.48483174503594
Gaia DR3 5605367491674001536,-21.008581415911834,-42.92392279674387,-6.295170416119894
Gaia DR3 5605379925595486080,-32.924334259225304,-66.60094364920502,-9.396610218115256
Gaia DR3 5605384942113562624,-30.21553547139952,-61.00666515027435,-8.810852053828713
Gaia DR3 5605773039666859520,-25.691737577572887,-49.78990975463235,-6.2159688786183995
Gaia DR3 5605438925569442432,-8.226677048710194,-16.857159851321857,-2.1632221184744016
Gaia DR3 5605814752389667712,-36.70138063742939,-70.22589824458726,-9.108399144274127
Gaia DR3 5605469402661155968,-6.8112673553032295,-13.92893431429317,-1.6329703317721806
Gaia DR3 3041311357850932096,-40.163686625821704,-42.76743750526357,6.348752533002003
Gaia DR3 3041360251765933568,-19.63173628914308,-20.588416886578617,2.1230548925627506
Gaia DR3 3041124509600588544,-52.218409692683906,-56.167205868231626,7.325031426364386
Gaia DR3 3041163851501200000,-35.002980603250926,-37.55303800020732,4.617074506425748
Gaia DR3 3041167665431526272,-49.651439813796785,-52.987865746539946,6.374409965696893
Gaia DR3 3041167734151004544,-49.61542496054149,-52.94262470083807,6.363909721493715
Gaia DR3 3041188070817202176,-40.48695864530812,-43.05205362016493,5.333951060411516
Gaia DR3 3041196768130819712,-35.797329541184396,-38.88807220944682,5.185640923732469
Gaia DR3 3041196768130819968,-35.803672749422915,-38.89382017409685,5.185372518393105
Gaia DR3 3041547370603295360,-51.26496560103219,-53.02977611593724,7.71664836030024
Gaia DR3 3041547374900323072,-51.25594005029759,-53.01966415656753,7.715431423346073
Gaia DR3 924487557232383488,-36.05750023883731,1.4914861738501841,17.07200836523013
Gaia DR3 924500235975814784,-69.0534368288266,3.1705876715019414,32.81427082125174
Gaia DR3 926994787340951808,-52.24683808796294,5.843194155977127,26.35252527538722
Gaia DR3 924616642478578944,-39.68251798693176,2.136498429833928,19.35000318514812
Gaia DR3 924661967265025536,-21.963699895764023,1.0280492543495399,10.285030735647027
Gaia DR3 924697735752615808,-68.23201234630994,3.6980641868415276,32.46494287785353
Gaia DR3 924723574275843200,-62.389386462744625,3.2861596246750473,28.77440183939479
Gaia DR3 924849743234627328,-34.11802587898438,2.3547744365945675,16.485160141957365
Gaia DR3 924856065426480000,-58.420144421142155,4.232598947768857,28.23930553913504
Gaia DR3 924856752621416448,-66.84887463650955,4.095141896316541,31.563297459750967
Gaia DR3 924874550965799552,-37.52501505584456,2.475505372148479,17.657347621298108
Gaia DR3 925003537423362944,-66.0662457837601,3.997741365020957,32.53433534056629
Gaia DR3 925056176542442112,-58.225728727430365,4.183514061241553,28.86739135999646
Gaia DR3 925231686086270336,-54.02598317201864,3.9858582993322536,26.111099706004943
Gaia DR3 925262541131282816,-54.15187658094061,4.237964862348836,26.56932620088412
Gaia DR3 925354006754956288,-41.38443914535869,3.3839504398936953,20.63172865669364
Gaia DR3 925411387517945728,-50.967544448068054,4.841272381762046,25.73638734605001
Gaia DR3 925429323301334016,-38.94741074283926,3.6105555997011116,19.301711470707698
Gaia DR3 925467462611055872,-30.1936114830296,3.095917325197977,15.181023736299899
Gaia DR3 923545550645140352,-47.737769471561094,0.685224015979518,22.7168381319487
Gaia DR3 923659006501625984,-49.84909009574416,1.5815206471839396,24.183081808386085
Gaia DR3 3060332221821297408,-18.43783471154012,-15.846415812681858,2.9542439628917734
Gaia DR3 3060424408999555584,-58.46012303025571,-50.29972824165107,10.036431751202713
Gaia DR3 3060471275682350464,-30.01768078374026,-25.68807332879619,5.4210608692710025
Gaia DR3 3056203899255907328,-38.300737816887136,-36.077627253512354,7.362426891053342
Gaia DR3 3055030033156765184,-56.30593866286112,-52.147298052694694,5.9896593319218345
Gaia DR3 3055128817403670784,-34.6381448843067,-31.24400636618219,3.657221269404416
Gaia DR3 3055220179948874624,-41.14396694059006,-38.42460813266236,5.05306964952586
Gaia DR3 3055227154975704576,-31.97601526826298,-29.82508043576599,4.045578847195305
Gaia DR3 3056027255842192640,-47.879181602790716,-46.03392177656587,9.084548201518345
Gaia DR3 3055259998586986240,-55.64195813528032,-51.56746346253817,7.374627644779747
Gaia DR3 3054910392543754752,-36.13836558249674,-33.53827343779688,3.208467585121986
Gaia DR3 3054910392548138752,-36.840860786920715,-34.190272842234386,3.2711690406664955
Gaia DR3 3056888654482427264,-19.360382659300168,-17.99704932483509,3.185308631532852
Gaia DR3 3056930848240802944,-29.349148568117833,-27.026562447497696,5.189005509701246
Gaia DR3 5600190853491938560,-33.318161733848356,-64.86736709976822,-3.355910588700784
Gaia DR3 5599646629598022656,-19.38851954901829,-38.92045235128141,-3.2276590095300133
Gaia DR3 5600214355554182912,-33.46726731506183,-65.12246958113624,-3.3386086479012533
Gaia DR3 5599571828445558528,-31.318519706393015,-64.22907117180085,-4.8602641502330055
Gaia DR3 5599574508508318336,-21.553040543230118,-44.05152009714585,-3.3254389138759297
Gaia DR3 5599574508495310848,-21.275864422060472,-43.48578445549223,-3.2825093708698914
Gaia DR3 3085300206742629248,-56.44874418870226,-46.70912708028443,12.924493886501413
Gaia DR3 3085301924731295488,-42.044328229918236,-34.69820601034653,9.611522251142642
Gaia DR3 3085344943121647488,-39.63761966795204,-32.33324072032126,8.702166267126612
Gaia DR3 5619280849250752896,-42.425985849049155,-65.45791021484172,-0.28207830168025083
Gaia DR3 5619099979585264256,-23.548350237645835,-36.84488440461804,-1.030892033680181
Gaia DR3 5619121248267202688,-14.08620032756258,-22.108924346073984,-0.5444395347476441
Gaia DR3 5619545934629856256,-39.285054723014426,-60.059852322200925,-2.8027159692172
Gaia DR3 5619415092746651136,-34.61617692496316,-53.26921699562914,-3.345433990057149
Gaia DR3 5619899324544141952,-44.76856528368526,-65.07747891963245,-3.665572641175709
Gaia DR3 5619620048587265408,-32.825242441743484,-49.25803486169383,-2.354183918113044
Gaia DR3 5619620323465178880,-34.60422135751807,-51.870895245498716,-2.486319244254693
Gaia DR3 5619653274451847552,-29.219853525916136,-43.78111863448235,-3.5547630233729883
Gaia DR3 5619663200114819584,-17.425968993802933,-25.979805040865543,-1.990973075637437
Gaia DR3 5619916435693697920,-33.491538216322866,-48.301771256503244,-2.855011586672518
Gaia DR3 5619923685598144384,-44.78869226051964,-64.53788654248791,-3.311885868234304
Gaia DR3 3029809675960509056,-41.79879960580416,-52.960401483097115,3.1903634411308577
Gaia DR3 3029832422108323968,-44.51701663301478,-56.54107302788742,3.5905709939418387
Gaia DR3 3029916843986731648,-24.682217659203484,-30.60315528846561,1.913299817861776
Gaia DR3 3028766514304084736,-33.93311842084452,-44.69620432251117,2.7090746391086347
Gaia DR3 3029061767535512320,-30.807535172844783,-39.64351952608735,2.718048296228936
Gaia DR3 3030029131610199424,-27.08269670676893,-33.35728238412412,2.3438833396880243
Gaia DR3 3030107506171665536,-41.708293582074006,-50.98845444464752,2.751047077183017
Gaia DR3 5598366690674006912,-6.3099065175096225,-14.003490860896552,-1.2658085227103983
Gaia DR3 5598270281555040256,-25.896645094600515,-58.90162592686306,-5.4688015719225795
Gaia DR3 5598493718627747072,-17.840685077076834,-39.017903584440205,-3.0911690232349285
Gaia DR3 3047786725435423104,-54.181821624438555,-53.30980863596652,4.540555470525897
Gaia DR3 3047807135120042368,-28.91709370665344,-28.17933421762261,2.2916968883166517
Gaia DR3 3047573351458757760,-43.62700709226019,-43.74967940897218,2.684394003236796
Gaia DR3 3048519339470667520,-23.66704070916973,-23.045594948326272,1.4482738098236903
Gaia DR3 3048527452668652032,-51.11902349128428,-49.72450562884045,3.601403940114116
Gaia DR3 3047634958470290944,-48.599062144049604,-47.73512754069932,2.417464519009102
Gaia DR3 3047449450239668352,-48.41061005482939,-49.39460557771386,4.378024345521399
Gaia DR3 3047750819507995008,-35.45516236632822,-35.03533264749373,2.548943883462933
Gaia DR3 3048577411731246720,-54.66854816338638,-52.672830341804705,4.112222961511309
Gaia DR3 3048582806210084864,-56.59656170842313,-54.23044420205669,4.296551281654954
Gaia DR3 5511152195708982400,-14.86211948072107,-64.89634363649012,-14.156626398019247
Gaia DR3 5512154984672536064,-9.705585782145452,-37.70985074983139,-8.890038661705457
Gaia DR3 5511171437162508544,-4.893190421854999,-20.95687723031822,-4.639737539392946
Gaia DR3 5511930203263252608,-17.246006573087172,-69.75076132017799,-16.581013334395145
Gaia DR3 5512265038913877248,-5.875409873931607,-21.680679313531243,-4.866764118629931
Gaia DR3 5512063209811840896,-12.739252522927334,-50.88547526008099,-11.215252316145216
Gaia DR3 5512300532524769280,-7.089386815982017,-27.307510188896828,-5.861604623395831
Gaia DR3 5510878417313592576,-12.874929246924797,-59.96695690627678,-13.434067528893912
Gaia DR3 5511038911650771200,-13.218758500936556,-59.03607624471023,-13.898759529973928
Gaia DR3 5531919771335439616,-10.27914932071079,-47.91883724104889,-9.827698179095115
Gaia DR3 5531644957847166848,-8.007252921854796,-40.0682382626067,-8.20268376829684
Gaia DR3 5604895801186197760,-25.352020783297192,-52.943997103481365,-8.471473353672225
Gaia DR3 5604989633324007168,-10.564588341173973,-21.647898095848713,-3.265638268783613
Gaia DR3 1085476366144038400,-44.095551145624725,17.03700335524106,25.771157773641495
Gaia DR3 1085533197151445376,-43.51455559336866,17.107170439677553,25.84935026495549
Gaia DR3 1085602569463162880,-48.003050378121074,19.297095915831157,28.046458413918636
Gaia DR3 1085633355788712960,-35.17941138930051,14.349884575336912,20.840775501465444
Gaia DR3 1085845698971812480,-27.795768898840926,11.6443003095431,16.35050232221133
Gaia DR3 1086235475843491584,-28.79322974520993,12.322101984728977,16.9763831152134
Gaia DR3 1086422873856239744,-45.68809485294896,21.08128943019761,28.025540497236676
Gaia DR3 1086459501337421952,-49.999653839338976,22.78595576001934,30.354269484471683
Gaia DR3 1086459501337422080,-58.27471698258284,26.554830862236997,35.375061182763794
Gaia DR3 1086561996437201408,-64.50040691947555,27.55220503816951,36.28344148660922
Gaia DR3 1086576668045512576,-60.32896068748027,25.56781396603669,33.49313583822461
Gaia DR3 1086605908182861696,-61.00953109297279,26.114043680363974,33.88669952914466
Gaia DR3 1086629719481456640,-62.20781856922718,27.226523742006194,34.661344023757195
Gaia DR3 1086691841888386688,-58.67981720045743,25.708980576855076,33.44408118371998
Gaia DR3 1086694556307708032,-34.14827313345462,15.060273908545375,19.53630263902007
Gaia DR3 1086764856332298880,-54.035874411721686,24.385282874956545,30.54535734793398
Gaia DR3 1087155045521269504,-39.55570782954133,18.188164628086835,22.676930797403994
Gaia DR3 1087254173366476288,-34.20785817415488,16.235395462665654,20.46597481218329
Gaia DR3 1087283791460884096,-49.20060616244152,23.427994495018655,29.031987865346583
Gaia DR3 1087382232111289088,-61.863600924121556,29.182654212762717,35.667246687866985
Gaia DR3 1087517128444494848,-53.93421259610214,26.288957605782432,31.62401938529282
Gaia DR3 880195414933960960,-51.03548942988545,-7.646471942098771,21.607359121388384
Gaia DR3 878501995229758720,-48.908821911182514,-9.885731318823975,20.102923207885564
Gaia DR3 878504331691962880,-36.1713079328347,-7.2797505045986455,14.87754972122655
Gaia DR3 879352845429677184,-55.82281375074668,-10.207026578248296,22.490847257803686
Gaia DR3 879426821946362496,-72.98138767418341,-12.815373649918964,29.43935292781655
Gaia DR3 879502413370690048,-67.07459776598874,-11.534090956347459,28.38800696260503
Gaia DR3 879522238939718528,-44.43254041790807,-7.687182308860894,18.917942232627837
Gaia DR3 885531478006457344,-68.10479962255803,-11.65247891240777,24.633426756775382
Gaia DR3 879801205655467136,-59.48185604532638,-9.270178283666986,25.295687149843552
Gaia DR3 885708297516125824,-55.57363258795012,-8.799804052081374,21.38335582975911
Gaia DR3 885778666260181632,-48.183278664238536,-7.224153144690277,18.351518098176875
Gaia DR3 879993310952521728,-48.4421875562002,-7.545734564000561,20.892449966910064
Gaia DR3 885840857386968320,-62.320658875259625,-9.446254926983393,22.323167858535818
Gaia DR3 886033095827283968,-23.93264165289965,-3.2581903287827156,8.635178225602669
Gaia DR3 886057182003477760,-26.609953370164103,-3.592836435036631,9.885115558702273
Gaia DR3 5615136068376297344,-31.348923959062436,-53.660010847018576,-1.3234781845621146
Gaia DR3 5615088170900036736,-33.324152909463265,-57.48335579872116,-1.870588134291502
Gaia DR3 5615274503760936704,-30.906239482337178,-51.40236394583043,-2.6256560498987405
Gaia DR3 3086317151917965440,-44.10477285276041,-34.72044344585003,10.063747989087474
Gaia DR3 3086413874581746432,-60.749119454238375,-47.349209043566404,12.622612321349404
Gaia DR3 3087049323583196416,-49.66262990986695,-37.51673971735479,12.147670154325326
Gaia DR3 3086430367255701888,-61.180018113510215,-47.40387360277994,12.594279287442632
Gaia DR3 3086437685880307072,-61.94735314620515,-48.02631669521498,13.429591654792773
Gaia DR3 3087150787890506240,-35.45935709812354,-26.767970376941268,9.071003908395454
Gaia DR3 3086522863672182784,-47.0922024835042,-36.714122928634076,10.597368968813424
Gaia DR3 3086582306018513152,-48.98591471592552,-37.55436048051485,11.39614219055488
Gaia DR3 3086619036578355840,-62.498875757308156,-47.26539281706507,13.716941425251317
Gaia DR3 3086726513838662912,-35.36260988868073,-27.780196990218883,8.667688702959179
Gaia DR3 3086726513841404416,-42.3515672909316,-33.269225727340505,10.383719946913427
Gaia DR3 3086118793148247296,-17.047096398036057,-13.696032073640108,3.656365603103782
Gaia DR3 3086124599944021376,-55.68394679051565,-44.433127761299,11.832438544257236
Gaia DR3 3086145387585648128,-21.148360791454326,-16.952815553466163,4.636602423610455
Gaia DR3 5613574555700651392,-29.85053756753762,-51.13197509841106,-4.275836439865365
Gaia DR3 5613414508041952640,-24.498693032204677,-42.99205765864326,-2.8617060159753613
Gaia DR3 5613272598016550784,-34.64569705618584,-61.444963430622984,-5.271591737625261
Gaia DR3 5613682032963032192,-25.057249555411705,-42.66616529842363,-3.092989207313021
Gaia DR3 5613127874795408512,-29.745593249067767,-51.53464210836337,-5.823967114184237
Gaia DR3 5613359910416875392,-21.734585026293672,-38.96987367058967,-2.234900334999704
Gaia DR3 5613838335416324736,-32.253418206446156,-60.05596350154567,-2.5329062863485206
Gaia DR3 3042032706203839232,-23.495444708544216,-23.928688951177577,3.947781293550683
Gaia DR3 3042144169194584320,-32.52934020069023,-32.88852540615267,5.801011009357932
Gaia DR3 5715420256196949248,-29.253487971094778,-44.531053731985665,0.03901835105238227
Gaia DR3 5715352842388433664,-5.6794906777202945,-8.77568784442468,0.04963076247142939
Gaia DR3 3155516943435148032,-38.830723232816084,-21.106263683270207,9.750041279016585
Gaia DR3 3154969283565422592,-59.731328047822025,-32.94496228025757,12.91670181606463
Gaia DR3 3155702211142632960,-64.61090100864416,-33.73511152366966,13.999858256365393
Gaia DR3 3155702211145149824,-65.08116898027295,-33.98046174529744,14.103246523719328
Gaia DR3 3155778038789896320,-49.15120656662235,-25.76483439652987,11.464511274226137
Gaia DR3 3155797147102221184,-50.616871566541256,-26.598779137955425,12.259590864378366
Gaia DR3 3155422557233784832,-30.78459824281731,-16.681960220439052,6.712752197615956
Gaia DR3 3155423106989584896,-38.487274076259745,-20.843461908605725,8.431620265935155
Gaia DR3 3155466606418424320,-68.53707981220772,-36.86100481469492,15.900113790995203
Gaia DR3 3155492135704089216,-51.724173379611386,-28.18902808560671,12.821974855662328
Gaia DR3 5593819836437954560,-20.855674886425966,-55.84400489512727,-3.9766194941702953
Gaia DR3 5593584059914156800,-6.175113394881535,-17.21108203173547,-1.2411238571737333
Gaia DR3 5593618213494755840,-18.08465766804992,-51.42245905702532,-3.1913425498875228
Gaia DR3 5594075885214130944,-22.789451418827817,-63.021767269651846,-2.3816999764575044
